SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed
310,19.456,38,10,protocol,7.5,400,5116,12.79,416,366,0.879808,0.795541,0.762487,0.747768,0.729734,0.704867,0.667755,0.667755,0.667755,0.667755,0.46098,6
311,20.48,40,10,protocol,7.5,400,5318,13.295,440,402,0.913636,0.838346,0.798468,0.780914,0.759478,0.730859,0.693944,0.693944,0.693944,0.693944,0.4606,6
312,20.48,40,10,protocol,7.5,400,5094,12.735,448,390,0.870536,0.818467,0.783971,0.763955,0.736604,0.700293,0.664319,0.664319,0.664319,0.664319,0.460209,6
313,20.48,40,10,protocol,7.5,400,5106,12.765,456,417,0.914474,0.851064,0.795885,0.770252,0.74,0.699652,0.661654,0.661654,0.661654,0.661654,0.459833,6
314,19.968,39,10,protocol,7.5,400,5166,12.915,428,388,0.906542,0.822682,0.780673,0.758116,0.735366,0.705763,0.668651,0.668651,0.668651,0.668651,0.460549,6
315,18.944,37,10,protocol,7.5,400,5072,12.68,386,348,0.901554,0.836076,0.77541,0.745509,0.72492,0.693913,0.656315,0.656315,0.656315,0.656315,0.460811,6
316,20.992,41,10,protocol,7.5,400,5101,12.7525,400,361,0.9025,0.840127,0.795575,0.764462,0.736842,0.69726,0.658275,0.658275,0.658275,0.658275,0.461515,6
317,20.48,40,10,protocol,7.5,400,5351,13.3775,430,404,0.939535,0.884615,0.820513,0.797041,0.777977,0.729867,0.689789,0.689789,0.689789,0.689789,0.461467,6
318,20.48,40,10,protocol,7.5,400,5505,13.7625,460,427,0.928261,0.876276,0.829156,0.807426,0.787738,0.745865,0.707273,0.707273,0.707273,0.707273,0.46121,6
319,20.48,40,10,protocol,7.5,400,5199,12.9975,480,413,0.860417,0.817769,0.78529,0.760485,0.743238,0.706534,0.667694,0.667694,0.667694,0.667694,0.461103,6
320,20.48,40,10,protocol,7.5,400,5084,12.71,496,446,0.899194,0.819737,0.767928,0.749058,0.726052,0.687357,0.648635,0.648635,0.648635,0.648635,0.461427,6
321,17.92,35,10,protocol,7.5,400,4491,11.2275,480,402,0.8375,0.767304,0.726358,0.694919,0.656134,0.613337,0.572139,0.572139,0.572139,0.572139,0.463238,6
322,19.456,38,10,protocol,7.5,400,5198,12.995,470,439,0.934043,0.857048,0.813027,0.784178,0.747745,0.705047,0.663855,0.663855,0.663855,0.663855,0.462964,6
323,18.432,36,10,protocol,7.5,400,5347,13.3675,460,408,0.886957,0.847185,0.802365,0.787055,0.762324,0.727666,0.682899,0.682899,0.682899,0.682899,0.462694,6
324,18.432,36,10,protocol,7.5,400,5177,12.9425,465,423,0.909677,0.816038,0.757338,0.739845,0.732707,0.700432,0.658357,0.658357,0.658357,0.658357,0.462497,6
325,18.432,36,10,protocol,7.5,400,5040,12.6,450,414,0.92,0.835733,0.792852,0.760732,0.726258,0.687716,0.638495,0.638495,0.638495,0.638495,0.463019,6
326,18.432,36,10,protocol,7.5,400,4804,12.01,432,373,0.863426,0.780212,0.72327,0.70499,0.681447,0.651731,0.608437,0.608437,0.608437,0.608437,0.465178,6
327,19.456,38,10,protocol,7.5,400,5006,12.515,402,357,0.88806,0.810368,0.762916,0.737125,0.715724,0.684532,0.634589,0.634589,0.634589,0.634589,0.465257,6
328,19.968,39,10,protocol,7.5,400,5369,13.4225,382,348,0.910995,0.862259,0.824643,0.80142,0.767123,0.732778,0.680401,0.680401,0.680401,0.680401,0.465544,6
329,20.48,40,10,protocol,7.5,400,5017,12.5425,360,315,0.875,0.801255,0.760807,0.74752,0.712127,0.681725,0.635522,0.635522,0.635522,0.635522,0.465262,6
330,20.48,40,10,protocol,7.5,400,5261,13.1525,360,329,0.913889,0.822535,0.787656,0.769039,0.743928,0.712214,0.66393,0.66393,0.66393,0.66393,0.464999,6
331,20.48,40,10,protocol,7.5,400,5449,13.6225,334,317,0.949102,0.860563,0.823114,0.797364,0.767832,0.73746,0.690893,0.690893,0.690893,0.690893,0.464748,6
332,20.48,40,10,protocol,7.5,400,5332,13.33,294,265,0.901361,0.841108,0.808559,0.785037,0.760969,0.726047,0.673232,0.673232,0.673232,0.673232,0.464416,6
333,20.48,40,10,protocol,7.5,400,5225,13.0625,279,252,0.903226,0.821746,0.787557,0.763654,0.744722,0.711578,0.660637,0.660637,0.660637,0.660637,0.46435,6
334,20.48,40,10,protocol,7.5,400,5118,12.795,274,247,0.90146,0.818952,0.782691,0.76693,0.731917,0.69673,0.649074,0.649074,0.649074,0.649074,0.464517,6
335,19.968,39,10,protocol,7.5,400,5175,12.9375,260,232,0.892308,0.832019,0.79788,0.77516,0.74359,0.708023,0.656266,0.656266,0.656266,0.656266,0.464318,6
336,20.48,40,10,protocol,7.5,400,5228,13.07,278,262,0.942446,0.865835,0.8125,0.779455,0.75,0.715564,0.665521,0.665521,0.665521,0.665521,0.464231,6
337,20.48,40,10,protocol,7.5,400,5170,12.925,296,263,0.888514,0.828267,0.795609,0.767204,0.746071,0.710217,0.663373,0.663373,0.663373,0.663373,0.463879,6
338,19.456,38,10,protocol,7.5,400,5090,12.725,300,268,0.893333,0.820155,0.789373,0.761049,0.735199,0.698712,0.656557,0.656557,0.656557,0.656557,0.463714,6
339,20.48,40,10,protocol,7.5,400,5354,13.385,290,266,0.917241,0.855487,0.818985,0.79888,0.774607,0.736119,0.692547,0.692547,0.692547,0.692547,0.46409,6
340,20.48,40,10,protocol,7.5,400,5322,13.305,280,253,0.903571,0.858255,0.817442,0.793494,0.770011,0.726478,0.689655,0.689655,0.689655,0.689655,0.463949,6
341,19.968,39,10,protocol,7.5,400,5226,13.065,294,283,0.962585,0.852941,0.807332,0.776179,0.747564,0.712667,0.676943,0.676943,0.676943,0.676943,0.463882,6
342,20.48,40,10,protocol,7.5,400,4787,11.9675,314,268,0.853503,0.796085,0.757373,0.726929,0.695652,0.656395,0.619017,0.619017,0.619017,0.619017,0.463722,6
343,20.48,40,10,protocol,7.5,400,4891,12.2275,320,285,0.890625,0.818182,0.771127,0.737988,0.71604,0.67137,0.63162,0.63162,0.63162,0.63162,0.463722,6
344,20.48,40,10,protocol,7.5,400,5132,12.83,320,285,0.890625,0.837838,0.782745,0.755362,0.737261,0.70128,0.662277,0.662277,0.662277,0.662277,0.463674,6
345,20.48,40,10,protocol,7.5,400,5255,13.1375,326,302,0.92638,0.844123,0.793932,0.778194,0.755907,0.71953,0.681936,0.681936,0.681936,0.681936,0.463426,6
346,19.968,39,10,protocol,7.5,400,5228,13.07,324,291,0.898148,0.838185,0.799602,0.782166,0.759139,0.715315,0.675459,0.675459,0.675459,0.675459,0.463122,6
347,19.968,39,10,protocol,7.5,400,5241,13.1025,304,279,0.917763,0.851468,0.806426,0.779397,0.756475,0.715594,0.67417,0.67417,0.67417,0.67417,0.462862,6
348,20.48,40,10,protocol,7.5,400,4939,12.3475,300,270,0.9,0.821053,0.778216,0.756122,0.715536,0.676349,0.633436,0.633436,0.633436,0.633436,0.463682,6
349,19.968,39,10,protocol,7.5,400,5082,12.705,300,278,0.926667,0.835965,0.788082,0.764691,0.73015,0.694036,0.653124,0.653124,0.653124,0.653124,0.463598,6
350,18.944,37,10,protocol,7.5,400,4793,11.9825,316,268,0.848101,0.795536,0.750591,0.720603,0.695582,0.657215,0.615869,0.615869,0.615869,0.615869,0.464416,6
351,20.48,40,10,protocol,7.5,400,5243,13.1075,320,285,0.890625,0.855019,0.799526,0.778398,0.759498,0.720347,0.671795,0.671795,0.671795,0.671795,0.464132,6
352,20.48,40,10,protocol,7.5,400,5373,13.4325,314,300,0.955414,0.885122,0.814208,0.793573,0.764442,0.733673,0.6904,0.6904,0.6904,0.6904,0.463778,6
353,20.48,40,10,protocol,7.5,400,5574,13.935,300,287,0.956667,0.892368,0.84252,0.828424,0.804676,0.763937,0.712641,0.712641,0.712641,0.712641,0.463464,6
354,20.48,40,10,protocol,7.5,400,5339,13.3475,313,291,0.929712,0.864258,0.816253,0.79402,0.765919,0.734052,0.683436,0.683436,0.683436,0.683436,0.463745,6
355,20.48,40,10,protocol,7.5,400,4925,12.3125,326,293,0.898773,0.782692,0.762097,0.748336,0.718795,0.682856,0.630669,0.630669,0.630669,0.630669,0.46345,6
356,20.48,40,10,protocol,7.5,400,4234,10.585,322,279,0.86646,0.763757,0.701554,0.663793,0.622645,0.589872,0.541939,0.541939,0.541939,0.541939,0.464136,6
357,19.968,39,10,protocol,7.5,400,5059,12.6475,308,275,0.892857,0.828571,0.783153,0.757522,0.72517,0.696942,0.648462,0.648462,0.648462,0.648462,0.464294,6
358,20.48,40,10,protocol,7.5,400,5159,12.8975,300,284,0.946667,0.856604,0.813915,0.778484,0.746489,0.714132,0.662127,0.662127,0.662127,0.662127,0.463957,6
359,20.48,40,10,protocol,7.5,400,4922,12.305,300,285,0.95,0.84803,0.791181,0.753842,0.720711,0.687195,0.633368,0.633368,0.633368,0.633368,0.463875,6
360,20.48,40,10,protocol,7.5,400,5015,12.5375,302,262,0.86755,0.834545,0.796173,0.764117,0.735693,0.699028,0.644124,0.644124,0.644124,0.644124,0.463599,6
361,20.48,40,10,protocol,7.5,400,5024,12.56,320,281,0.878125,0.825,0.784821,0.763225,0.737583,0.698305,0.642702,0.642702,0.642702,0.642702,0.464025,6
362,20.48,40,10,protocol,7.5,400,5397,13.4925,320,299,0.934375,0.87782,0.832643,0.807872,0.789227,0.75053,0.690202,0.690202,0.690202,0.690202,0.463858,6
363,20.48,40,10,protocol,7.5,400,4971,12.4275,298,268,0.899329,0.845794,0.788333,0.757865,0.729323,0.686681,0.63669,0.63669,0.63669,0.63669,0.463624,6
364,20.48,40,10,protocol,7.5,400,4676,11.69,280,245,0.875,0.797398,0.751058,0.727697,0.696737,0.650784,0.600719,0.600719,0.600719,0.600719,0.463611,6
365,20.48,40,10,protocol,7.5,400,5030,12.575,252,232,0.920635,0.85283,0.803719,0.778096,0.749717,0.698679,0.649277,0.649277,0.649277,0.649277,0.463552,6
366,20.48,40,10,protocol,7.5,400,5071,12.6775,240,214,0.891667,0.862403,0.811774,0.778409,0.748579,0.702609,0.651459,0.651459,0.651459,0.651459,0.463258,6
367,20.48,40,10,protocol,7.5,400,4969,12.4225,240,221,0.920833,0.815789,0.783042,0.757552,0.737896,0.690618,0.635457,0.635457,0.635457,0.635457,0.463097,6
368,20.48,40,10,protocol,7.5,400,5423,13.5575,208,198,0.951923,0.884615,0.852254,0.829167,0.80088,0.749407,0.69279,0.69279,0.69279,0.69279,0.46283,6
369,20.48,40,10,protocol,7.5,400,5154,12.885,206,195,0.946602,0.869439,0.835151,0.806949,0.771315,0.719548,0.660302,0.660302,0.660302,0.660302,0.462507,6
370,20.48,40,10,protocol,7.5,400,4926,12.315,240,205,0.854167,0.82529,0.785058,0.75879,0.730988,0.686902,0.63323,0.63323,0.63323,0.63323,0.462276,6
371,20.48,40,10,protocol,7.5,400,4886,12.215,238,213,0.894958,0.812264,0.77862,0.754005,0.72044,0.681138,0.627958,0.627958,0.627958,0.627958,0.461957,6
372,20.48,40,10,protocol,7.5,400,5101,12.7525,220,209,0.95,0.863289,0.821672,0.791986,0.757191,0.714738,0.654725,0.654725,0.654725,0.654725,0.461757,6
373,19.968,39,10,protocol,7.5,400,5067,12.6675,240,218,0.908333,0.84749,0.795997,0.765844,0.743389,0.706751,0.65036,0.65036,0.65036,0.65036,0.461944,6
374,20.48,40,10,protocol,7.5,400,5237,13.0925,250,242,0.968,0.867959,0.827468,0.795688,0.76893,0.731503,0.670207,0.670207,0.670207,0.670207,0.461827,6
375,20.48,40,10,protocol,7.5,400,4887,12.2175,254,229,0.901575,0.83,0.78088,0.760768,0.731447,0.689164,0.623501,0.623501,0.623501,0.623501,0.461818,6
376,20.48,40,10,protocol,7.5,400,5045,12.6125,268,245,0.914179,0.839192,0.798036,0.767237,0.739955,0.705505,0.645343,0.645343,0.645343,0.645343,0.461593,6
377,20.48,40,10,protocol,7.5,400,5311,13.2775,280,263,0.939286,0.85289,0.823554,0.7984,0.775231,0.742113,0.679734,0.679734,0.679734,0.679734,0.461495,6
378,20.48,40,10,protocol,7.5,400,5136,12.84,280,262,0.935714,0.853553,0.8178,0.78317,0.758749,0.719422,0.655221,0.655221,0.655221,0.655221,0.461169,6
379,20.48,40,10,protocol,7.5,400,5326,13.315,300,264,0.88,0.842932,0.823505,0.805556,0.783333,0.742818,0.681341,0.681341,0.681341,0.681341,0.460868,6
380,20.48,40,10,protocol,7.5,400,5260,13.15,298,278,0.932886,0.85614,0.819224,0.790188,0.770544,0.735823,0.674404,0.674404,0.674404,0.674404,0.460638,6
381,20.48,40,10,protocol,7.5,400,4984,12.46,280,245,0.875,0.832456,0.800271,0.764628,0.731585,0.700153,0.63741,0.63741,0.63741,0.63741,0.460646,6
382,20.48,40,10,protocol,7.5,400,4974,12.435,268,252,0.940299,0.820175,0.789543,0.746611,0.723088,0.695051,0.63423,0.63423,0.63423,0.63423,0.460362,6
383,20.48,40,10,protocol,7.5,400,4526,11.315,260,237,0.911538,0.820111,0.774978,0.717492,0.673801,0.64022,0.576874,0.576874,0.576874,0.576874,0.460097,6
384,17.408,34,10,protocol,7.5,400,4627,11.5675,278,240,0.863309,0.802412,0.759599,0.711253,0.683587,0.651962,0.590074,0.590074,0.590074,0.590074,0.460719,6
385,22.528,44,10,protocol,7.5,400,5091,12.7275,280,263,0.939286,0.87702,0.83085,0.790561,0.760089,0.715002,0.649221,0.649221,0.649221,0.649221,0.461323,6
386,20.48,40,10,protocol,7.5,400,5183,12.9575,280,263,0.939286,0.859712,0.815466,0.789914,0.76128,0.725547,0.662449,0.662449,0.662449,0.662449,0.461094,6
387,20.48,40,10,protocol,7.5,400,5103,12.7575,262,244,0.931298,0.854764,0.8125,0.776736,0.757037,0.71992,0.648487,0.648487,0.648487,0.648487,0.46099,6
388,20.48,40,10,protocol,7.5,400,5279,13.1975,260,241,0.926923,0.884981,0.841117,0.803877,0.775405,0.739011,0.673347,0.673347,0.673347,0.673347,0.46073,6
389,20.48,40,10,protocol,7.5,400,5211,13.0275,234,219,0.935897,0.868421,0.826353,0.789738,0.761887,0.730804,0.665942,0.665942,0.665942,0.665942,0.460412,6
390,20.48,40,10,protocol,7.5,400,4590,11.475,210,188,0.895238,0.813067,0.754002,0.712707,0.683486,0.643464,0.586101,0.586101,0.586101,0.586101,0.460295,6
391,19.968,39,10,protocol,7.5,400,5251,13.1275,210,194,0.92381,0.871429,0.83131,0.797862,0.769259,0.736394,0.670156,0.670156,0.670156,0.670156,0.459994,6
392,19.968,39,10,protocol,7.5,400,5031,12.5775,234,224,0.957265,0.832451,0.79354,0.763435,0.73268,0.700015,0.639949,0.639949,0.639949,0.639949,0.460445,6
393,19.968,39,10,protocol,7.5,400,5024,12.56,226,203,0.89823,0.829159,0.793313,0.759195,0.734108,0.702868,0.636629,0.636629,0.636629,0.636629,0.460846,6
394,20.48,40,10,protocol,7.5,400,5102,12.755,228,214,0.938596,0.837912,0.792174,0.77479,0.753104,0.713182,0.645696,0.645696,0.645696,0.645696,0.460889,6
395,19.456,38,10,protocol,7.5,400,5053,12.6325,206,184,0.893204,0.837761,0.799134,0.766947,0.740993,0.703771,0.642131,0.642131,0.642131,0.642131,0.460907,6
396,20.48,40,10,protocol,7.5,400,5252,13.13,200,182,0.91,0.860352,0.806283,0.780494,0.761957,0.725831,0.669643,0.669643,0.669643,0.669643,0.460701,6
397,18.432,36,10,protocol,7.5,400,5224,13.06,200,185,0.925,0.856178,0.800176,0.783858,0.766327,0.723137,0.66408,0.66408,0.66408,0.66408,0.460414,6
398,20.48,40,10,protocol,7.5,400,4913,12.2825,200,186,0.93,0.859649,0.795554,0.751123,0.723063,0.682701,0.626243,0.626243,0.626243,0.626243,0.460408,6
399,20.48,40,10,protocol,7.5,400,5282,13.205,212,197,0.929245,0.874038,0.818534,0.78426,0.760974,0.724508,0.672396,0.672396,0.672396,0.672396,0.460194,6
400,20.48,40,10,protocol,7.5,400,5315,13.2875,228,211,0.925439,0.890684,0.832622,0.797531,0.772744,0.733017,0.676471,0.676471,0.676471,0.676471,0.460137,6
401,20.48,40,10,protocol,7.5,400,5172,12.93,234,217,0.92735,0.870755,0.806002,0.77533,0.751564,0.70953,0.661253,0.661253,0.661253,0.661253,0.459982,6
402,19.968,39,10,protocol,7.5,400,4661,11.6525,189,164,0.867725,0.816444,0.731749,0.695642,0.676056,0.638464,0.596137,0.596137,0.596137,0.596137,0.460921,6
403,20.48,40,10,protocol,7.5,400,5006,12.515,186,169,0.908602,0.839962,0.781304,0.749261,0.727782,0.687242,0.640153,0.640153,0.640153,0.640153,0.461524,6
404,20.48,40,10,protocol,7.5,400,5294,13.235,182,170,0.934066,0.867216,0.822801,0.78621,0.761317,0.72497,0.675907,0.675907,0.675907,0.675907,0.461284,6
405,20.48,40,10,protocol,7.5,400,5150,12.875,174,166,0.954023,0.883848,0.815901,0.7705,0.743203,0.709634,0.655629,0.655629,0.655629,0.655629,0.461172,6
406,19.968,39,10,protocol,7.5,400,4832,12.08,180,167,0.927778,0.811419,0.763536,0.730788,0.704711,0.668473,0.615101,0.615101,0.615101,0.615101,0.461295,6
407,20.992,41,10,protocol,7.5,400,4780,11.95,166,150,0.903614,0.827556,0.767373,0.731707,0.698548,0.663053,0.60838,0.60838,0.60838,0.60838,0.461119,6
408,20.48,40,10,protocol,7.5,400,4996,12.49,160,151,0.94375,0.842784,0.795282,0.755269,0.732477,0.691892,0.63764,0.63764,0.63764,0.63764,0.460854,6
409,20.48,40,10,protocol,7.5,400,4991,12.4775,160,151,0.94375,0.844406,0.796129,0.759185,0.729974,0.692331,0.641075,0.641075,0.641075,0.641075,0.460751,6
410,19.968,39,10,protocol,7.5,400,4816,12.04,144,127,0.881944,0.823379,0.762195,0.729177,0.700999,0.665514,0.620903,0.620903,0.620903,0.620903,0.460751,6
411,20.48,40,10,protocol,7.5,400,4977,12.4425,160,154,0.9625,0.849727,0.791667,0.753811,0.726151,0.688736,0.64223,0.64223,0.64223,0.64223,0.461134,6
412,19.456,38,10,protocol,7.5,400,4912,12.28,160,148,0.925,0.833333,0.787105,0.743284,0.716276,0.677111,0.631525,0.631525,0.631525,0.631525,0.460975,6
413,17.92,35,10,protocol,7.5,400,5231,13.0775,162,149,0.919753,0.851782,0.811093,0.78644,0.758462,0.726099,0.675145,0.675145,0.675145,0.675145,0.461462,6
414,18.432,36,10,protocol,7.5,400,5058,12.645,182,167,0.917582,0.837736,0.791833,0.766247,0.739011,0.70493,0.654583,0.654583,0.654583,0.654583,0.461302,6
415,18.432,36,10,protocol,7.5,400,5028,12.57,170,158,0.929412,0.837429,0.795364,0.76325,0.731261,0.698284,0.64947,0.64947,0.64947,0.64947,0.461222,6
416,18.944,37,10,protocol,7.5,400,5091,12.7275,146,133,0.910959,0.846226,0.791266,0.762644,0.734315,0.707628,0.65694,0.65694,0.65694,0.65694,0.461352,6
417,19.968,39,10,protocol,7.5,400,5034,12.585,160,152,0.95,0.845216,0.782574,0.757303,0.730664,0.697855,0.645294,0.645294,0.645294,0.645294,0.461148,6
418,20.48,40,10,protocol,7.5,400,5038,12.595,180,168,0.933333,0.85436,0.785425,0.756256,0.733222,0.701733,0.646085,0.646085,0.646085,0.646085,0.461211,6
419,19.456,38,10,protocol,7.5,400,5368,13.42,172,162,0.94186,0.893151,0.8384,0.809571,0.782729,0.74739,0.690418,0.690418,0.690418,0.690418,0.460966,6
420,20.48,40,10,protocol,7.5,400,4881,12.2025,160,143,0.89375,0.8258,0.772289,0.750252,0.718543,0.681994,0.627701,0.627701,0.627701,0.627701,0.460948,6
421,19.968,39,10,protocol,7.5,400,4832,12.08,160,140,0.875,0.804511,0.751408,0.732481,0.708781,0.6729,0.620885,0.620885,0.620885,0.620885,0.460785,6
422,18.944,37,10,protocol,7.5,400,4952,12.38,160,145,0.90625,0.811355,0.769292,0.743965,0.720917,0.689599,0.636574,0.636574,0.636574,0.636574,0.461156,6
423,20.48,40,10,protocol,7.5,400,5100,12.75,160,150,0.9375,0.869643,0.799435,0.772564,0.746348,0.708953,0.654557,0.654557,0.654557,0.654557,0.461126,6
424,21.504,42,10,protocol,7.5,400,5071,12.6775,180,165,0.916667,0.847788,0.798588,0.768935,0.743337,0.702832,0.651285,0.651285,0.651285,0.651285,0.461085,6
425,20.48,40,10,protocol,7.5,400,5284,13.21,170,150,0.882353,0.855098,0.820858,0.800259,0.770582,0.732371,0.680717,0.680717,0.680717,0.680717,0.46082,6
426,20.48,40,10,protocol,7.5,400,5155,12.8875,180,168,0.933333,0.835455,0.790444,0.771694,0.747267,0.716876,0.667444,0.667444,0.667444,0.667444,0.460626,6
427,20.48,40,10,protocol,7.5,400,5263,13.1575,182,163,0.895604,0.850093,0.797837,0.778151,0.754,0.727749,0.678056,0.678056,0.678056,0.678056,0.46037,6
428,20.48,40,10,protocol,7.5,400,5251,13.1275,210,190,0.904762,0.864815,0.811321,0.788253,0.772108,0.732143,0.678295,0.678295,0.678295,0.678295,0.460259,6
429,20.48,40,10,protocol,7.5,400,4893,12.2325,214,190,0.88785,0.845865,0.789729,0.752442,0.722365,0.684377,0.632833,0.632833,0.632833,0.632833,0.4601,6
430,20.48,40,10,protocol,7.5,400,5079,12.6975,178,162,0.910112,0.868275,0.809738,0.775064,0.74513,0.708156,0.655943,0.655943,0.655943,0.655943,0.460404,6
431,20.48,40,10,protocol,7.5,400,4953,12.3825,180,159,0.883333,0.851024,0.799273,0.765233,0.735825,0.696293,0.639251,0.639251,0.639251,0.639251,0.461213,6
432,20.48,40,10,protocol,7.5,400,5130,12.825,178,169,0.949438,0.894231,0.827804,0.793663,0.765379,0.721935,0.661803,0.661803,0.661803,0.661803,0.461034,6
433,19.456,38,10,protocol,7.5,400,4842,12.105,208,190,0.913462,0.863462,0.793863,0.75,0.722389,0.680825,0.623454,0.623454,0.623454,0.623454,0.461283,6
434,20.992,41,10,protocol,7.5,400,4949,12.3725,220,201,0.913636,0.861742,0.798419,0.764494,0.739179,0.698153,0.634882,0.634882,0.634882,0.634882,0.461103,6
435,20.48,40,10,protocol,7.5,400,5099,12.7475,220,204,0.927273,0.886029,0.823717,0.786856,0.756523,0.720647,0.655567,0.655567,0.655567,0.655567,0.460931,6
436,20.48,40,10,protocol,7.5,400,5013,12.5325,248,225,0.907258,0.84537,0.792536,0.768394,0.744633,0.702967,0.647545,0.647545,0.647545,0.647545,0.460657,6
437,18.944,37,10,protocol,7.5,400,4755,11.8875,260,239,0.919231,0.833012,0.790388,0.749082,0.722474,0.676658,0.614818,0.614818,0.614818,0.614818,0.461535,6
438,18.944,37,10,protocol,7.5,400,4677,11.6925,286,246,0.86014,0.826347,0.779976,0.748518,0.713264,0.672973,0.601518,0.601518,0.601518,0.601518,0.461638,6
439,20.48,40,10,protocol,7.5,400,5102,12.755,292,262,0.89726,0.859343,0.816627,0.790011,0.766805,0.730661,0.654646,0.654646,0.654646,0.654646,0.461637,6
440,19.968,39,10,protocol,7.5,400,4832,12.08,320,292,0.9125,0.858452,0.799603,0.76442,0.731865,0.693548,0.618724,0.618724,0.618724,0.618724,0.461754,6
441,20.48,40,10,protocol,7.5,400,5013,12.5325,320,298,0.93125,0.886454,0.828323,0.795771,0.765458,0.723447,0.648201,0.648201,0.648201,0.648201,0.461503,6
442,18.432,36,10,protocol,7.5,400,5121,12.8025,300,271,0.903333,0.852031,0.825692,0.798015,0.773915,0.732796,0.667841,0.667841,0.667841,0.667841,0.461382,6
443,17.92,35,10,protocol,7.5,400,5129,12.8225,352,327,0.928977,0.878728,0.836241,0.801333,0.780465,0.737601,0.67156,0.67156,0.67156,0.67156,0.461462,6
444,18.432,36,10,protocol,7.5,400,4718,11.795,362,316,0.872928,0.821285,0.773697,0.737347,0.712966,0.678405,0.622131,0.622131,0.622131,0.622131,0.461884,6
445,18.432,36,10,protocol,7.5,400,5234,13.085,380,355,0.934211,0.89881,0.868462,0.82718,0.797145,0.752182,0.694349,0.694349,0.694349,0.694349,0.461663,6
446,18.432,36,10,protocol,7.5,400,4872,12.18,356,307,0.86236,0.82882,0.80549,0.772071,0.74024,0.704375,0.649593,0.649593,0.649593,0.649593,0.461832,6
447,18.432,36,10,protocol,7.5,400,4844,12.11,329,296,0.899696,0.827458,0.803446,0.775991,0.742938,0.70382,0.646902,0.646902,0.646902,0.646902,0.462078,6
448,19.456,38,10,protocol,7.5,400,4723,11.8075,320,294,0.91875,0.853974,0.797022,0.756873,0.721147,0.682569,0.630144,0.630144,0.630144,0.630144,0.463146,6
449,20.48,40,10,protocol,7.5,400,4901,12.2525,320,295,0.921875,0.85348,0.816868,0.792341,0.754083,0.708333,0.655255,0.655255,0.655255,0.655255,0.462909,6
450,19.968,39,10,protocol,7.5,400,4907,12.2675,320,283,0.884375,0.845601,0.812248,0.776508,0.747326,0.712653,0.657775,0.657775,0.657775,0.657775,0.462776,6
451,20.48,40,10,protocol,7.5,400,4785,11.9625,300,278,0.926667,0.838652,0.798282,0.759534,0.73293,0.692927,0.643184,0.643184,0.643184,0.643184,0.462579,6
452,20.48,40,10,protocol,7.5,400,5041,12.6025,284,264,0.929577,0.86528,0.841584,0.803326,0.778109,0.738322,0.680162,0.680162,0.680162,0.680162,0.462309,6
453,20.48,40,10,protocol,7.5,400,4904,12.26,280,256,0.914286,0.844203,0.809129,0.7744,0.756811,0.711939,0.662703,0.662703,0.662703,0.662703,0.462172,6
454,19.968,39,10,protocol,7.5,400,4648,11.62,277,241,0.870036,0.813636,0.763947,0.738539,0.721282,0.676489,0.629539,0.629539,0.629539,0.629539,0.462512,6
455,19.456,38,10,protocol,7.5,400,4887,12.2175,232,223,0.961207,0.86032,0.82128,0.791359,0.760329,0.71636,0.661611,0.661611,0.661611,0.661611,0.463101,6
456,20.992,41,10,protocol,7.5,400,4948,12.37,238,216,0.907563,0.842832,0.812291,0.782632,0.762019,0.724213,0.671782,0.671782,0.671782,0.671782,0.463007,6
457,20.48,40,10,protocol,7.5,400,4663,11.6575,240,219,0.9125,0.830582,0.794118,0.75712,0.735838,0.683939,0.635533,0.635533,0.635533,0.635533,0.462803,6
458,18.944,37,10,protocol,7.5,400,4806,12.015,240,221,0.920833,0.839041,0.812344,0.779559,0.758413,0.710684,0.657088,0.657088,0.657088,0.657088,0.462821,6
459,20.48,40,10,protocol,7.5,400,4987,12.4675,240,226,0.941667,0.891473,0.858898,0.815608,0.788377,0.736892,0.679107,0.679107,0.679107,0.679107,0.462668,6
460,20.48,40,10,protocol,7.5,400,4688,11.72,240,212,0.883333,0.829146,0.803024,0.764236,0.739313,0.694264,0.63448,0.63448,0.63448,0.63448,0.462621,6
461,20.48,40,10,protocol,7.5,400,4773,11.9325,226,207,0.915929,0.876166,0.842267,0.7968,0.7618,0.707455,0.643956,0.643956,0.643956,0.643956,0.462398,6
462,19.968,39,10,protocol,7.5,400,5001,12.5025,208,194,0.932692,0.858144,0.830986,0.805319,0.781156,0.736809,0.675858,0.675858,0.675858,0.675858,0.462195,6
463,20.48,40,10,protocol,7.5,400,5071,12.6775,208,198,0.951923,0.85182,0.83087,0.812633,0.793379,0.746807,0.68527,0.68527,0.68527,0.68527,0.462015,6
464,20.48,40,10,protocol,7.5,400,4912,12.28,180,169,0.938889,0.838261,0.807627,0.789347,0.767829,0.724293,0.664727,0.664727,0.664727,0.664727,0.461934,6
