SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed
616,18.944,37,10,protocol,7.5,400,4974,12.435,314,296,0.942675,0.846341,0.787891,0.748835,0.721964,0.68099,0.639146,0.639146,0.639146,0.639146,0.463203,24
617,18.944,37,10,protocol,7.5,400,5089,12.7225,278,258,0.928058,0.851485,0.791308,0.751697,0.729469,0.694143,0.646177,0.646177,0.646177,0.646177,0.463099,24
618,18.944,37,10,protocol,7.5,400,5322,13.305,308,284,0.922078,0.845344,0.804044,0.782901,0.756925,0.72574,0.672994,0.672994,0.672994,0.672994,0.462965,24
619,16.384,32,10,protocol,7.5,400,5379,13.4475,313,288,0.920128,0.863492,0.817938,0.794377,0.765636,0.73868,0.677371,0.677371,0.677371,0.677371,0.462834,24
620,16.384,32,10,protocol,7.5,400,4791,11.9775,354,317,0.89548,0.811396,0.761234,0.727445,0.697876,0.663504,0.610686,0.610686,0.610686,0.610686,0.463036,24
621,18.432,36,10,protocol,7.5,400,5264,13.16,332,298,0.89759,0.842187,0.808519,0.779782,0.75471,0.726514,0.674186,0.674186,0.674186,0.674186,0.463052,24
622,15.36,30,10,protocol,7.5,400,5195,12.9875,308,279,0.905844,0.853896,0.805534,0.775644,0.751619,0.719433,0.664831,0.664831,0.664831,0.664831,0.463016,24
623,17.408,34,10,protocol,7.5,400,5133,12.8325,310,281,0.906452,0.843775,0.79375,0.75675,0.738009,0.710976,0.654297,0.654297,0.654297,0.654297,0.463037,24
624,16.384,32,10,protocol,7.5,400,5044,12.61,352,310,0.880682,0.823864,0.776439,0.751743,0.729238,0.700632,0.637929,0.637929,0.637929,0.637929,0.462987,24
625,15.872,31,10,protocol,7.5,400,5088,12.72,366,329,0.898907,0.822795,0.775029,0.751134,0.728113,0.702008,0.649834,0.649834,0.649834,0.649834,0.462927,24
626,16.384,32,10,protocol,7.5,400,5117,12.7925,326,293,0.898773,0.834335,0.787718,0.769212,0.74044,0.71202,0.661662,0.661662,0.661662,0.661662,0.462881,24
627,18.432,36,10,protocol,7.5,400,5106,12.765,336,302,0.89881,0.832384,0.787935,0.771578,0.747893,0.714005,0.668019,0.668019,0.668019,0.668019,0.462755,24
628,16.896,33,10,protocol,7.5,400,5263,13.1575,360,338,0.938889,0.856143,0.810414,0.793246,0.77021,0.735124,0.683152,0.683152,0.683152,0.683152,0.46269,24
629,17.408,34,10,protocol,7.5,400,5555,13.8875,346,329,0.950867,0.881688,0.854936,0.829286,0.807864,0.772769,0.719057,0.719057,0.719057,0.719057,0.462538,24
630,16.896,33,10,protocol,7.5,400,5086,12.715,344,316,0.918605,0.825185,0.793896,0.767768,0.742948,0.710046,0.658164,0.658164,0.658164,0.658164,0.46239,24
631,16.384,32,10,protocol,7.5,400,5331,13.3275,406,375,0.923645,0.887547,0.829313,0.806038,0.77832,0.745579,0.683427,0.683427,0.683427,0.683427,0.462232,24
632,14.848,29,10,protocol,7.5,400,5269,13.1725,404,358,0.886139,0.859677,0.816841,0.797583,0.775376,0.734594,0.67595,0.67595,0.67595,0.67595,0.4622,24
633,16.896,33,10,protocol,7.5,400,5389,13.4725,354,313,0.884181,0.866719,0.8271,0.807914,0.785553,0.747687,0.690995,0.690995,0.690995,0.690995,0.462401,24
634,15.872,31,10,protocol,7.5,400,4719,11.7975,385,332,0.862338,0.802849,0.760211,0.730958,0.70464,0.664106,0.604097,0.604097,0.604097,0.604097,0.462962,24
635,18.432,36,10,protocol,7.5,400,5034,12.585,354,297,0.838983,0.803063,0.787975,0.768004,0.749152,0.710551,0.648582,0.648582,0.648582,0.648582,0.462869,24
636,18.432,36,10,protocol,7.5,400,5352,13.38,368,348,0.945652,0.883876,0.840714,0.811535,0.788943,0.755332,0.690501,0.690501,0.690501,0.690501,0.462836,24
637,17.408,34,10,protocol,7.5,400,5095,12.7375,342,301,0.880117,0.829803,0.800073,0.784786,0.76371,0.728667,0.661554,0.661554,0.661554,0.661554,0.462744,24
638,18.432,36,10,protocol,7.5,400,5034,12.585,364,329,0.903846,0.840224,0.792507,0.786339,0.765248,0.726091,0.663678,0.663678,0.663678,0.663678,0.462592,24
639,18.432,36,10,protocol,7.5,400,5069,12.6725,364,336,0.923077,0.82517,0.789511,0.776917,0.762061,0.725209,0.670061,0.670061,0.670061,0.670061,0.462475,24
640,18.432,36,10,protocol,7.5,400,4994,12.485,398,352,0.884422,0.843923,0.801075,0.781235,0.757526,0.720747,0.662026,0.662026,0.662026,0.662026,0.46235,24
641,17.92,35,10,protocol,7.5,400,4911,12.2775,412,372,0.902913,0.835067,0.785483,0.759951,0.748982,0.711757,0.655974,0.655974,0.655974,0.655974,0.462275,24
642,18.432,36,10,protocol,7.5,400,4476,11.19,430,354,0.823256,0.744681,0.699964,0.690676,0.676217,0.644479,0.596585,0.596585,0.596585,0.596585,0.462624,24
643,17.92,35,10,protocol,7.5,400,5014,12.535,420,376,0.895238,0.839177,0.804024,0.788319,0.768575,0.726891,0.664633,0.664633,0.664633,0.664633,0.462465,24
644,17.408,34,10,protocol,7.5,400,4970,12.425,338,284,0.840237,0.858059,0.808333,0.784855,0.765905,0.720439,0.65658,0.65658,0.65658,0.65658,0.462327,24
645,18.432,36,10,protocol,7.5,400,5259,13.1475,338,321,0.949704,0.9275,0.874235,0.840598,0.815176,0.766656,0.696897,0.696897,0.696897,0.696897,0.462306,24
646,17.408,34,10,protocol,7.5,400,5064,12.66,330,303,0.918182,0.866444,0.818795,0.801417,0.778547,0.740653,0.681567,0.681567,0.681567,0.681567,0.462246,24
647,18.432,36,10,protocol,7.5,400,4668,11.67,306,258,0.843137,0.809315,0.769199,0.747698,0.730337,0.691027,0.629385,0.629385,0.629385,0.629385,0.462095,24
648,16.896,33,10,protocol,7.5,400,5083,12.7075,282,268,0.950355,0.887299,0.850671,0.820962,0.795578,0.749644,0.690593,0.690593,0.690593,0.690593,0.461951,24
649,16.384,32,10,protocol,7.5,400,5174,12.935,294,285,0.969388,0.875648,0.83599,0.819328,0.801038,0.75971,0.704728,0.704728,0.704728,0.704728,0.461805,24
650,16.384,32,10,protocol,7.5,400,4904,12.26,306,278,0.908497,0.868284,0.825562,0.795455,0.774083,0.725314,0.672707,0.672707,0.672707,0.672707,0.461754,24
651,16.384,32,10,protocol,7.5,400,4954,12.385,306,277,0.905229,0.867287,0.815034,0.791678,0.771652,0.728819,0.679808,0.679808,0.679808,0.679808,0.461681,24
652,16.384,32,10,protocol,7.5,400,4736,11.84,268,245,0.914179,0.824854,0.787053,0.762376,0.743202,0.698482,0.650453,0.650453,0.650453,0.650453,0.461935,24
653,15.872,31,10,protocol,7.5,400,4732,11.83,285,256,0.898246,0.835931,0.799832,0.772909,0.747896,0.695981,0.648478,0.648478,0.648478,0.648478,0.461876,24
654,16.384,32,10,protocol,7.5,400,4873,12.1825,276,244,0.884058,0.840357,0.812708,0.785426,0.754675,0.71386,0.662633,0.662633,0.662633,0.662633,0.462002,24
655,16.384,32,10,protocol,7.5,400,5003,12.5075,270,241,0.892593,0.863415,0.806122,0.790366,0.767061,0.729887,0.676359,0.676359,0.676359,0.676359,0.461876,24
656,16.384,32,10,protocol,7.5,400,4974,12.435,231,216,0.935065,0.86,0.825908,0.800322,0.774961,0.732016,0.672845,0.672845,0.672845,0.672845,0.461773,24
657,15.872,31,10,protocol,7.5,400,5024,12.56,196,179,0.913265,0.862777,0.832498,0.816853,0.794071,0.743314,0.678784,0.678784,0.678784,0.678784,0.461864,24
658,15.872,31,10,protocol,7.5,400,4943,12.3575,170,150,0.882353,0.845161,0.819801,0.797147,0.779244,0.731587,0.672381,0.672381,0.672381,0.672381,0.461775,24
659,15.872,31,10,protocol,7.5,400,4743,11.8575,158,137,0.867089,0.814132,0.789298,0.762984,0.740653,0.70119,0.644333,0.644333,0.644333,0.644333,0.462192,24
660,16.384,32,10,protocol,7.5,400,4747,11.8675,152,133,0.875,0.827273,0.78367,0.76114,0.743483,0.701131,0.646907,0.646907,0.646907,0.646907,0.462068,24
661,16.384,32,10,protocol,7.5,400,4604,11.51,200,175,0.875,0.816239,0.766142,0.74357,0.728312,0.684109,0.625374,0.625374,0.625374,0.625374,0.462466,24
662,17.92,35,10,protocol,7.5,400,5140,12.85,234,221,0.944444,0.894118,0.859801,0.829691,0.809932,0.761225,0.698218,0.698218,0.698218,0.698218,0.462465,24
663,17.92,35,10,protocol,7.5,400,4587,11.4675,230,205,0.891304,0.831148,0.779885,0.746233,0.723747,0.683087,0.617144,0.617144,0.617144,0.617144,0.462538,24
664,17.408,34,10,protocol,7.5,400,4916,12.29,270,242,0.896296,0.818818,0.789431,0.769355,0.7552,0.717863,0.661864,0.661864,0.661864,0.661864,0.462628,24
665,18.432,36,10,protocol,7.5,400,5229,13.0725,292,274,0.938356,0.912072,0.878068,0.849509,0.816943,0.762626,0.705589,0.705589,0.705589,0.705589,0.462493,24
666,17.92,35,10,protocol,7.5,400,4956,12.39,313,279,0.891374,0.841176,0.815661,0.790429,0.762192,0.720383,0.667925,0.667925,0.667925,0.667925,0.462535,24
667,18.432,36,10,protocol,7.5,400,4828,12.07,318,292,0.918239,0.831169,0.794471,0.767773,0.737485,0.696786,0.648307,0.648307,0.648307,0.648307,0.462375,24
668,17.92,35,10,protocol,7.5,400,5187,12.9675,340,315,0.926471,0.873745,0.847485,0.8285,0.795866,0.749536,0.695384,0.695384,0.695384,0.695384,0.462357,24
669,16.896,33,10,protocol,7.5,400,5010,12.525,392,351,0.895408,0.851003,0.816585,0.78,0.751445,0.718634,0.671402,0.671402,0.671402,0.671402,0.462455,24
670,15.872,31,10,protocol,7.5,400,4853,12.1325,374,325,0.868984,0.802566,0.771843,0.751643,0.731633,0.693252,0.643407,0.643407,0.643407,0.643407,0.462666,24
671,16.896,33,10,protocol,7.5,400,4984,12.46,375,335,0.893333,0.858832,0.821082,0.782205,0.754535,0.715846,0.657169,0.657169,0.657169,0.657169,0.462671,24
672,16.384,32,10,protocol,7.5,400,5328,13.32,313,296,0.945687,0.89049,0.852918,0.826189,0.801102,0.761651,0.703645,0.703645,0.703645,0.703645,0.462767,24
673,16.384,32,10,protocol,7.5,400,5128,12.82,290,260,0.896552,0.861538,0.831274,0.80836,0.771737,0.726069,0.672835,0.672835,0.672835,0.672835,0.462624,24
674,16.384,32,10,protocol,7.5,400,5084,12.71,226,208,0.920354,0.837989,0.805333,0.77809,0.751705,0.71297,0.661979,0.661979,0.661979,0.661979,0.462785,24
675,16.384,32,10,protocol,7.5,400,5010,12.525,254,224,0.88189,0.834938,0.802239,0.769845,0.744802,0.70021,0.6449,0.6449,0.6449,0.6449,0.462828,24
676,15.872,31,10,protocol,7.5,400,5344,13.36,293,272,0.928328,0.886111,0.844752,0.816126,0.791901,0.746179,0.686728,0.686728,0.686728,0.686728,0.462914,24
677,16.896,33,10,protocol,7.5,400,5328,13.32,325,296,0.910769,0.862406,0.828369,0.805353,0.783553,0.740324,0.681423,0.681423,0.681423,0.681423,0.462843,24
678,17.408,34,10,protocol,7.5,400,4885,12.2125,355,323,0.909859,0.838686,0.773232,0.754485,0.725158,0.681996,0.622324,0.622324,0.622324,0.622324,0.462859,24
679,16.384,32,10,protocol,7.5,400,5480,13.7,416,379,0.911058,0.875872,0.848765,0.833125,0.809176,0.764175,0.698241,0.698241,0.698241,0.698241,0.462942,24
680,16.384,32,10,protocol,7.5,400,5011,12.5275,370,331,0.894595,0.824427,0.787666,0.763574,0.740347,0.698415,0.646156,0.646156,0.646156,0.646156,0.462974,24
681,16.384,32,10,protocol,7.5,400,5329,13.3225,364,335,0.92033,0.880464,0.846181,0.820658,0.787218,0.741175,0.687307,0.687307,0.687307,0.687307,0.462833,24
682,16.384,32,10,protocol,7.5,400,5374,13.435,376,356,0.946809,0.894882,0.849252,0.822581,0.79449,0.749142,0.69756,0.69756,0.69756,0.69756,0.462686,24
683,16.384,32,10,protocol,7.5,400,5129,12.8225,372,335,0.900538,0.853727,0.817956,0.797567,0.771174,0.720245,0.668143,0.668143,0.668143,0.668143,0.462545,24
684,15.872,31,10,protocol,7.5,400,5341,13.3525,384,357,0.929688,0.899445,0.846382,0.821722,0.79661,0.751458,0.698222,0.698222,0.698222,0.698222,0.462574,24
685,15.36,30,10,protocol,7.5,400,5179,12.9475,398,363,0.91206,0.871033,0.835843,0.809978,0.775023,0.726524,0.675979,0.675979,0.675979,0.675979,0.462633,24
686,16.896,33,10,protocol,7.5,400,5139,12.8475,374,342,0.914439,0.865217,0.828025,0.795213,0.763879,0.722809,0.664339,0.664339,0.664339,0.664339,0.462707,24
687,14.848,29,10,protocol,7.5,400,4799,11.9975,352,318,0.903409,0.84139,0.790759,0.755534,0.720051,0.672719,0.63099,0.63099,0.63099,0.63099,0.463184,24
688,17.408,34,10,protocol,7.5,400,5343,13.3575,388,367,0.945876,0.914894,0.855363,0.818957,0.80049,0.750523,0.700735,0.700735,0.700735,0.700735,0.463078,24
689,16.384,32,10,protocol,7.5,400,5149,12.8725,392,364,0.928571,0.865471,0.810953,0.784384,0.767389,0.721567,0.669354,0.669354,0.669354,0.669354,0.463116,24
690,16.384,32,10,protocol,7.5,400,5408,13.52,374,353,0.94385,0.907011,0.853435,0.829597,0.804319,0.759579,0.70252,0.70252,0.70252,0.70252,0.463003,24
691,15.872,31,10,protocol,7.5,400,5402,13.505,320,298,0.93125,0.882615,0.842934,0.824473,0.802985,0.760896,0.702421,0.702421,0.702421,0.702421,0.463203,24
692,15.872,31,10,protocol,7.5,400,5190,12.975,318,305,0.959119,0.893568,0.826005,0.799904,0.777385,0.731915,0.676095,0.676095,0.676095,0.676095,0.463559,24
693,16.384,32,10,protocol,7.5,400,4990,12.475,330,309,0.936364,0.8698,0.805269,0.780576,0.754159,0.705327,0.651266,0.651266,0.651266,0.651266,0.463557,24
694,17.92,35,10,protocol,7.5,400,4907,12.2675,316,293,0.927215,0.833583,0.79203,0.76875,0.738866,0.691857,0.640878,0.640878,0.640878,0.640878,0.46351,24
695,16.384,32,10,protocol,7.5,400,5461,13.6525,324,305,0.941358,0.894817,0.849336,0.825531,0.802266,0.767992,0.711734,0.711734,0.711734,0.711734,0.4634,24
696,16.384,32,10,protocol,7.5,400,5246,13.115,316,297,0.939873,0.902715,0.854026,0.823108,0.789386,0.742282,0.67682,0.67682,0.67682,0.67682,0.46334,24
697,16.384,32,10,protocol,7.5,400,5167,12.9175,362,340,0.939227,0.87922,0.836296,0.801716,0.771015,0.724267,0.673754,0.673754,0.673754,0.673754,0.463447,24
698,17.92,35,10,protocol,7.5,400,5159,12.8975,340,320,0.941176,0.880401,0.840426,0.797129,0.766005,0.724262,0.671135,0.671135,0.671135,0.671135,0.463619,24
699,18.432,36,10,protocol,7.5,400,5263,13.1575,332,318,0.957831,0.905451,0.845455,0.813925,0.786299,0.746544,0.689795,0.689795,0.689795,0.689795,0.46347,24
700,17.92,35,10,protocol,7.5,400,5247,13.1175,320,302,0.94375,0.893277,0.836688,0.80812,0.785886,0.755908,0.687009,0.687009,0.687009,0.687009,0.463325,24
701,18.432,36,10,protocol,7.5,400,5083,12.7075,330,288,0.872727,0.83439,0.811008,0.781311,0.752817,0.725794,0.66527,0.66527,0.66527,0.66527,0.463428,24
702,17.92,35,10,protocol,7.5,400,5059,12.6475,332,310,0.933735,0.876712,0.830953,0.798969,0.755734,0.73048,0.661349,0.661349,0.661349,0.661349,0.463706,24
703,17.92,35,10,protocol,7.5,400,4983,12.4575,411,359,0.873479,0.839181,0.801547,0.760945,0.732281,0.70664,0.65068,0.65068,0.65068,0.65068,0.463767,24
704,18.432,36,10,protocol,7.5,400,4869,12.1725,458,418,0.912664,0.853407,0.802156,0.756584,0.721606,0.692188,0.633689,0.633689,0.633689,0.633689,0.463734,24
705,18.944,37,10,protocol,7.5,400,5342,13.355,487,445,0.913758,0.909695,0.875094,0.836134,0.797047,0.758079,0.692557,0.692557,0.692557,0.692557,0.463607,24
706,18.944,37,10,protocol,7.5,400,5082,12.705,500,465,0.93,0.874918,0.827869,0.793214,0.760775,0.722283,0.65451,0.65451,0.65451,0.65451,0.463744,24
707,21.504,42,10,protocol,7.5,400,5328,13.32,510,487,0.954902,0.90869,0.872503,0.828384,0.79292,0.754165,0.677925,0.677925,0.677925,0.677925,0.463698,24
708,20.48,40,10,protocol,7.5,400,5635,14.0875,590,563,0.954237,0.919664,0.898646,0.854819,0.82696,0.788687,0.712965,0.712965,0.712965,0.712965,0.463532,24
709,19.968,39,10,protocol,7.5,400,5519,13.7975,501,471,0.94012,0.907407,0.87596,0.831861,0.808689,0.766016,0.68994,0.68994,0.68994,0.68994,0.463432,24
710,19.456,38,10,protocol,7.5,400,5026,12.565,501,457,0.912176,0.871743,0.812894,0.774161,0.740368,0.698726,0.626482,0.626482,0.626482,0.626482,0.463544,24
711,19.456,38,10,protocol,7.5,400,4873,12.1825,476,413,0.867647,0.844175,0.784377,0.755955,0.71384,0.679074,0.618739,0.618739,0.618739,0.618739,0.464279,24
712,20.992,41,10,protocol,7.5,400,5259,13.1475,408,378,0.926471,0.871981,0.841532,0.801847,0.770292,0.733563,0.671093,0.671093,0.671093,0.671093,0.46429,24
713,19.456,38,10,protocol,7.5,400,5300,13.25,384,358,0.932292,0.890528,0.840964,0.810531,0.778139,0.740634,0.680591,0.680591,0.680591,0.680591,0.464235,24
714,20.48,40,10,protocol,7.5,400,4944,12.36,296,261,0.881757,0.835019,0.79316,0.758986,0.719913,0.688577,0.629012,0.629012,0.629012,0.629012,0.464332,24
715,19.968,39,10,protocol,7.5,400,5436,13.59,316,292,0.924051,0.873344,0.854878,0.813646,0.782157,0.747969,0.68163,0.68163,0.68163,0.68163,0.464214,24
716,18.944,37,10,protocol,7.5,400,5355,13.3875,370,348,0.940541,0.879025,0.832467,0.801179,0.774288,0.738783,0.670339,0.670339,0.670339,0.670339,0.464366,24
717,19.968,39,10,protocol,7.5,400,5142,12.855,371,328,0.884097,0.830922,0.80217,0.769016,0.74072,0.699195,0.645846,0.645846,0.645846,0.645846,0.464358,24
718,19.968,39,10,protocol,7.5,400,4987,12.4675,362,329,0.90884,0.845695,0.794946,0.744549,0.718099,0.67936,0.626367,0.626367,0.626367,0.626367,0.464492,24
719,20.48,40,10,protocol,7.5,400,5259,13.1475,288,265,0.920139,0.867725,0.823363,0.782555,0.754344,0.712164,0.655977,0.655977,0.655977,0.655977,0.464537,24
720,19.968,39,10,protocol,7.5,400,4988,12.47,282,258,0.914894,0.845521,0.779134,0.748238,0.711883,0.67372,0.619995,0.619995,0.619995,0.619995,0.464385,24
721,20.48,40,10,protocol,7.5,400,5039,12.5975,308,289,0.938312,0.868515,0.804898,0.758982,0.725625,0.683496,0.622821,0.622821,0.622821,0.622821,0.464297,24
722,20.48,40,10,protocol,7.5,400,5338,13.345,311,287,0.92283,0.85625,0.81893,0.786971,0.758038,0.714286,0.658392,0.658392,0.658392,0.658392,0.464179,24
723,19.968,39,10,protocol,7.5,400,5540,13.85,264,247,0.935606,0.868515,0.824453,0.793347,0.767078,0.731016,0.675781,0.675781,0.675781,0.675781,0.464095,24
724,20.48,40,10,protocol,7.5,400,5185,12.9625,258,233,0.903101,0.847443,0.801447,0.758494,0.723424,0.679548,0.623377,0.623377,0.623377,0.623377,0.464607,24
725,20.48,40,10,protocol,7.5,400,5475,13.6875,250,228,0.912,0.856392,0.810291,0.781288,0.75392,0.714388,0.663072,0.663072,0.663072,0.663072,0.464467,24
726,19.968,39,10,protocol,7.5,400,5329,13.3225,292,252,0.863014,0.818573,0.774065,0.743066,0.719611,0.684336,0.640111,0.640111,0.640111,0.640111,0.464384,24
727,17.92,35,10,protocol,7.5,400,5222,13.055,356,319,0.896067,0.817647,0.772379,0.741042,0.709609,0.675531,0.62156,0.62156,0.62156,0.62156,0.46481,24
728,22.016,43,10,protocol,7.5,400,5750,14.375,340,325,0.955882,0.876863,0.821197,0.804072,0.775838,0.73963,0.685963,0.685963,0.685963,0.685963,0.464816,24
729,19.968,39,10,protocol,7.5,400,5405,13.5125,348,323,0.928161,0.861173,0.81302,0.775597,0.74532,0.701845,0.647693,0.647693,0.647693,0.647693,0.46477,24
730,20.48,40,10,protocol,7.5,400,5335,13.3375,341,308,0.903226,0.835095,0.786637,0.761029,0.732181,0.694858,0.642375,0.642375,0.642375,0.642375,0.46477,24
731,19.968,39,10,protocol,7.5,400,5320,13.3,436,393,0.901376,0.846785,0.789512,0.759405,0.726178,0.69446,0.642805,0.642805,0.642805,0.642805,0.464712,24
732,20.48,40,10,protocol,7.5,400,5569,13.9225,457,421,0.921225,0.849624,0.80329,0.783086,0.754643,0.727391,0.671611,0.671611,0.671611,0.671611,0.464612,24
733,20.48,40,10,protocol,7.5,400,5234,13.085,422,390,0.924171,0.838434,0.781907,0.746466,0.722771,0.693611,0.635955,0.635955,0.635955,0.635955,0.464679,24
734,20.48,40,10,protocol,7.5,400,5379,13.4475,383,340,0.887728,0.828816,0.793324,0.767795,0.741901,0.714579,0.660727,0.660727,0.660727,0.660727,0.464566,24
735,20.48,40,10,protocol,7.5,400,5468,13.67,385,360,0.935065,0.854749,0.807949,0.777601,0.75494,0.726528,0.665327,0.665327,0.665327,0.665327,0.464456,24
736,17.408,34,10,protocol,7.5,400,5215,13.0375,392,356,0.908163,0.834068,0.783804,0.735965,0.717353,0.690656,0.629665,0.629665,0.629665,0.629665,0.464424,24
737,18.432,36,10,protocol,7.5,400,5172,12.93,388,336,0.865979,0.8272,0.787352,0.737497,0.707261,0.673835,0.616549,0.616549,0.616549,0.616549,0.464454,24
738,17.92,35,10,protocol,7.5,400,5115,12.7875,368,321,0.872283,0.807131,0.758138,0.717623,0.691935,0.652853,0.603945,0.603945,0.603945,0.603945,0.464682,24
739,18.944,37,10,protocol,7.5,400,5534,13.835,316,295,0.933544,0.836248,0.781933,0.753234,0.731614,0.695689,0.653974,0.653974,0.653974,0.653974,0.464624,24
740,19.968,39,10,protocol,7.5,400,5376,13.44,338,301,0.890533,0.816436,0.775495,0.741291,0.709701,0.675728,0.626632,0.626632,0.626632,0.626632,0.46498,24
741,19.968,39,10,protocol,7.5,400,5682,14.205,330,296,0.89697,0.8507,0.799135,0.769383,0.748976,0.717373,0.663668,0.663668,0.663668,0.663668,0.464975,24
742,20.48,40,10,protocol,7.5,400,5659,14.1475,286,273,0.954545,0.871667,0.830671,0.789605,0.756175,0.720891,0.666667,0.666667,0.666667,0.666667,0.464901,24
743,19.968,39,10,protocol,7.5,400,5058,12.645,303,259,0.854785,0.802721,0.743519,0.709414,0.673902,0.644792,0.596767,0.596767,0.596767,0.596767,0.465138,24
744,19.456,38,10,protocol,7.5,400,4953,12.3825,266,233,0.87594,0.817637,0.750199,0.706843,0.67429,0.635192,0.588564,0.588564,0.588564,0.588564,0.465427,24
745,20.48,40,10,protocol,7.5,400,5247,13.1175,282,265,0.939716,0.848122,0.790204,0.739835,0.715646,0.677672,0.635174,0.635174,0.635174,0.635174,0.465829,24
746,19.968,39,10,protocol,7.5,400,5296,13.24,302,270,0.89404,0.811667,0.770775,0.745172,0.719493,0.684458,0.647699,0.647699,0.647699,0.647699,0.466041,24
747,18.432,36,10,protocol,7.5,400,5046,12.615,309,278,0.899676,0.8125,0.746578,0.70844,0.693722,0.658165,0.61705,0.61705,0.61705,0.61705,0.466154,24
748,20.48,40,10,protocol,7.5,400,5175,12.9375,310,286,0.922581,0.829749,0.764975,0.741245,0.718236,0.680742,0.628985,0.628985,0.628985,0.628985,0.466117,24
749,17.92,35,10,protocol,7.5,400,5483,13.7075,302,273,0.903974,0.860952,0.806187,0.780241,0.760993,0.725108,0.669804,0.669804,0.669804,0.669804,0.466041,24
750,19.456,38,10,protocol,7.5,400,4937,12.3425,348,308,0.885057,0.823839,0.750461,0.725093,0.701476,0.656927,0.61074,0.61074,0.61074,0.61074,0.46616,24
751,18.944,37,10,protocol,7.5,400,4843,12.1075,308,265,0.86039,0.795645,0.735489,0.715191,0.688998,0.647009,0.594498,0.594498,0.594498,0.594498,0.466358,24
752,16.896,33,10,protocol,7.5,400,5361,13.4025,246,214,0.869919,0.852804,0.806864,0.786599,0.75779,0.712039,0.655134,0.655134,0.655134,0.655134,0.466453,24
753,17.92,35,10,protocol,7.5,400,5389,13.4725,347,317,0.913545,0.862019,0.809791,0.784513,0.756533,0.712099,0.658191,0.658191,0.658191,0.658191,0.466332,24
754,19.456,38,10,protocol,7.5,400,4946,12.365,412,350,0.849515,0.785311,0.748886,0.71966,0.696222,0.651213,0.60381,0.60381,0.60381,0.60381,0.466392,24
755,20.48,40,10,protocol,7.5,400,5245,13.1125,438,393,0.89726,0.822416,0.779823,0.760406,0.740842,0.691645,0.64193,0.64193,0.64193,0.64193,0.46625,24
756,18.944,37,10,protocol,7.5,400,5288,13.22,382,353,0.924084,0.876682,0.827703,0.794456,0.767751,0.709607,0.651627,0.651627,0.651627,0.651627,0.466538,24
757,20.48,40,10,protocol,7.5,400,5372,13.43,394,360,0.913706,0.862633,0.831334,0.811743,0.787008,0.730222,0.669825,0.669825,0.669825,0.669825,0.466522,24
758,20.48,40,10,protocol,7.5,400,5729,14.3225,430,389,0.904651,0.883081,0.866794,0.852176,0.835254,0.787288,0.717974,0.717974,0.717974,0.717974,0.46649,24
759,20.48,40,10,protocol,7.5,400,5222,13.055,339,297,0.876106,0.865546,0.849386,0.817447,0.785869,0.731552,0.666795,0.666795,0.666795,0.666795,0.466364,24
760,20.48,40,10,protocol,7.5,400,5043,12.6075,342,311,0.909357,0.854951,0.823317,0.780797,0.759417,0.71586,0.644996,0.644996,0.644996,0.644996,0.466279,24
761,19.968,39,10,protocol,7.5,400,5152,12.88,339,307,0.905605,0.853285,0.834936,0.801053,0.774118,0.728585,0.663314,0.663314,0.663314,0.663314,0.466198,24
762,19.968,39,10,protocol,7.5,400,5079,12.6975,348,317,0.91092,0.839903,0.812009,0.794252,0.772353,0.727727,0.66081,0.66081,0.66081,0.66081,0.46613,24
763,18.432,36,10,protocol,7.5,400,4773,11.9325,392,353,0.90051,0.833907,0.788738,0.756939,0.725039,0.686732,0.631718,0.631718,0.631718,0.631718,0.466779,24
764,18.432,36,10,protocol,7.5,400,4932,12.33,399,368,0.922306,0.86014,0.802637,0.783014,0.754262,0.713058,0.65812,0.65812,0.65812,0.65812,0.466695,24
765,18.432,36,10,protocol,7.5,400,4790,11.975,390,357,0.915385,0.853061,0.807723,0.765115,0.741732,0.698876,0.641184,0.641184,0.641184,0.641184,0.466754,24
766,19.456,38,10,protocol,7.5,400,4862,12.155,370,344,0.92973,0.860289,0.830008,0.785414,0.755739,0.710317,0.654759,0.654759,0.654759,0.654759,0.466812,24
767,20.48,40,10,protocol,7.5,400,5002,12.505,420,382,0.909524,0.86437,0.830326,0.797645,0.775538,0.735795,0.668941,0.668941,0.668941,0.668941,0.466808,24
768,20.48,40,10,protocol,7.5,400,4817,12.0425,402,364,0.905473,0.84964,0.822406,0.787001,0.7519,0.710878,0.649798,0.649798,0.649798,0.649798,0.466759,24
769,19.968,39,10,protocol,7.5,400,4778,11.945,418,368,0.880383,0.819383,0.797654,0.771608,0.746509,0.709024,0.642973,0.642973,0.642973,0.642973,0.466693,24
770,20.48,40,10,protocol,7.5,400,4766,11.915,356,325,0.912921,0.850224,0.814489,0.772804,0.741854,0.706739,0.641319,0.641319,0.641319,0.641319,0.46656,24
