SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed
10,13.312,26,10,protocol,7.5,400,4479,11.1975,264,252,0.954545,0.909441,0.887352,0.842023,0.804983,0.751782,0.681894,0.681894,0.681894,0.681894,0.437646,12
11,15.872,31,10,protocol,7.5,400,4562,11.405,264,233,0.882576,0.885396,0.858591,0.828545,0.798468,0.758682,0.692752,0.692752,0.692752,0.692752,0.454913,12
12,14.848,29,10,protocol,7.5,400,4615,11.5375,268,253,0.94403,0.889463,0.857481,0.829762,0.807229,0.763899,0.692839,0.692839,0.692839,0.692839,0.449592,12
13,16.384,32,10,protocol,7.5,400,4562,11.405,220,201,0.913636,0.885177,0.850331,0.820926,0.795296,0.755124,0.683863,0.683863,0.683863,0.683863,0.445689,12
14,16.384,32,10,protocol,7.5,400,4704,11.76,220,201,0.913636,0.884232,0.860443,0.83401,0.810811,0.772473,0.694125,0.694125,0.694125,0.694125,0.442039,12
15,16.384,32,10,protocol,7.5,400,4541,11.3525,240,223,0.929167,0.863504,0.821745,0.798716,0.775962,0.735754,0.666275,0.666275,0.666275,0.666275,0.437006,12
16,15.872,31,10,protocol,7.5,400,4852,12.13,254,241,0.948819,0.890291,0.851886,0.835509,0.816158,0.776173,0.711623,0.711623,0.711623,0.711623,0.434415,12
17,14.848,29,10,protocol,7.5,400,4507,11.2675,240,215,0.895833,0.840226,0.800817,0.785756,0.766888,0.719046,0.659783,0.659783,0.659783,0.659783,0.44886,12
18,18.944,37,10,protocol,7.5,400,4518,11.295,267,220,0.82397,0.797405,0.783019,0.780105,0.766457,0.717129,0.656255,0.656255,0.656255,0.656255,0.452863,12
19,17.92,35,10,protocol,7.5,400,4624,11.56,268,243,0.906716,0.863817,0.83303,0.811565,0.787296,0.73745,0.672976,0.672976,0.672976,0.672976,0.455872,12
20,16.384,32,10,protocol,7.5,400,4559,11.3975,226,200,0.884956,0.833012,0.795203,0.77809,0.764536,0.715637,0.662931,0.662931,0.662931,0.662931,0.463915,12
21,16.384,32,10,protocol,7.5,400,4792,11.98,228,205,0.899123,0.838561,0.819757,0.811758,0.798408,0.750332,0.692197,0.692197,0.692197,0.692197,0.46369,12
22,18.432,36,10,protocol,7.5,400,4589,11.4725,246,218,0.886179,0.841865,0.791476,0.775278,0.756009,0.71803,0.655374,0.655374,0.655374,0.655374,0.462228,12
23,18.432,36,10,protocol,7.5,400,4858,12.145,264,236,0.893939,0.843806,0.825264,0.810461,0.78941,0.752475,0.685577,0.685577,0.685577,0.685577,0.459731,12
24,18.432,36,10,protocol,7.5,400,4554,11.385,250,221,0.884,0.818421,0.781545,0.764153,0.740189,0.703826,0.637496,0.637496,0.637496,0.637496,0.461765,12
25,16.896,33,10,protocol,7.5,400,4647,11.6175,248,219,0.883065,0.826816,0.797457,0.775946,0.751205,0.713909,0.649518,0.649518,0.649518,0.649518,0.462014,12
26,14.336,28,10,protocol,7.5,400,4457,11.1425,248,200,0.806452,0.784672,0.75,0.739478,0.72475,0.685453,0.620474,0.620474,0.620474,0.620474,0.461472,12
27,14.336,28,10,protocol,7.5,400,4975,12.4375,224,204,0.910714,0.885714,0.855184,0.826856,0.79877,0.75905,0.690503,0.690503,0.690503,0.690503,0.468343,12
28,15.36,30,10,protocol,7.5,400,4867,12.1675,250,229,0.916,0.85281,0.817283,0.797334,0.775876,0.733587,0.670617,0.670617,0.670617,0.670617,0.465512,12
29,16.896,33,10,protocol,7.5,400,4818,12.045,292,262,0.89726,0.853271,0.818221,0.788049,0.767651,0.724261,0.665285,0.665285,0.665285,0.665285,0.464526,12
30,15.872,31,10,protocol,7.5,400,4879,12.1975,336,284,0.845238,0.796903,0.790472,0.77795,0.767657,0.728008,0.671484,0.671484,0.671484,0.671484,0.462178,12
31,18.944,37,10,protocol,7.5,400,5004,12.51,324,295,0.910494,0.879529,0.844033,0.806196,0.783868,0.74263,0.684074,0.684074,0.684074,0.684074,0.461214,12
32,16.896,33,10,protocol,7.5,400,4941,12.3525,306,275,0.898693,0.840142,0.812555,0.781556,0.770671,0.728334,0.674038,0.674038,0.674038,0.674038,0.459194,12
33,16.384,32,10,protocol,7.5,400,4988,12.47,314,290,0.923567,0.868038,0.827933,0.794992,0.769965,0.729571,0.678227,0.678227,0.678227,0.678227,0.459802,12
34,17.408,34,10,protocol,7.5,400,4622,11.555,302,264,0.874172,0.819204,0.765106,0.73125,0.711124,0.672425,0.620884,0.620884,0.620884,0.620884,0.466118,12
35,17.408,34,10,protocol,7.5,400,4883,12.2075,314,291,0.926752,0.881488,0.813915,0.771524,0.753734,0.707967,0.648207,0.648207,0.648207,0.648207,0.464996,12
36,16.384,32,10,protocol,7.5,400,5110,12.775,340,307,0.902941,0.865582,0.817331,0.791518,0.770441,0.73181,0.673747,0.673747,0.673747,0.673747,0.463701,12
37,19.456,38,10,protocol,7.5,400,5055,12.6375,314,290,0.923567,0.868078,0.818885,0.783693,0.757593,0.71807,0.66052,0.66052,0.66052,0.66052,0.460837,12
38,17.92,35,10,protocol,7.5,400,5262,13.155,346,317,0.916185,0.856693,0.830964,0.80892,0.786759,0.744665,0.68326,0.68326,0.68326,0.68326,0.458096,12
39,18.432,36,10,protocol,7.5,400,4908,12.27,406,341,0.839901,0.818923,0.78911,0.757035,0.733382,0.692715,0.634471,0.634471,0.634471,0.634471,0.455378,12
40,18.432,36,10,protocol,7.5,400,5117,12.7925,424,384,0.90566,0.854622,0.808779,0.778358,0.748863,0.714264,0.66205,0.66205,0.66205,0.66205,0.454376,12
41,15.872,31,10,protocol,7.5,400,5017,12.5425,374,347,0.927807,0.859504,0.812766,0.776169,0.73728,0.69883,0.643068,0.643068,0.643068,0.643068,0.459427,12
42,16.896,33,10,protocol,7.5,400,4933,12.3325,382,338,0.884817,0.827367,0.785281,0.744888,0.716613,0.681955,0.625778,0.625778,0.625778,0.625778,0.463228,12
43,17.92,35,10,protocol,7.5,400,5465,13.6625,344,328,0.953488,0.897778,0.844932,0.808889,0.784091,0.74441,0.688525,0.688525,0.688525,0.688525,0.462414,12
44,18.944,37,10,protocol,7.5,400,5104,12.76,372,343,0.922043,0.847254,0.790977,0.759549,0.726018,0.688472,0.638938,0.638938,0.638938,0.638938,0.462022,12
45,18.432,36,10,protocol,7.5,400,5244,13.11,316,290,0.917722,0.845221,0.812874,0.779208,0.746314,0.703306,0.650932,0.650932,0.650932,0.650932,0.463791,12
46,18.432,36,10,protocol,7.5,400,5366,13.415,326,294,0.90184,0.840199,0.798901,0.769752,0.757324,0.715377,0.662874,0.662874,0.662874,0.662874,0.462215,12
47,20.48,40,10,protocol,7.5,400,5595,13.9875,344,326,0.947674,0.899291,0.838983,0.805413,0.78103,0.740603,0.68037,0.68037,0.68037,0.68037,0.463011,12
48,17.92,35,10,protocol,7.5,400,5131,12.8275,328,304,0.926829,0.85007,0.793454,0.750521,0.721587,0.67637,0.620944,0.620944,0.620944,0.620944,0.463487,12
49,22.016,43,10,protocol,7.5,400,5327,13.3175,360,310,0.861111,0.813433,0.765786,0.739554,0.716455,0.692648,0.642254,0.642254,0.642254,0.642254,0.468504,12
50,20.48,40,10,protocol,7.5,400,5353,13.3825,408,359,0.879902,0.823887,0.792674,0.753289,0.72409,0.698683,0.641112,0.641112,0.641112,0.641112,0.472771,12
51,20.48,40,10,protocol,7.5,400,5337,13.3425,348,315,0.905172,0.846685,0.792737,0.751501,0.721097,0.691898,0.632878,0.632878,0.632878,0.632878,0.472487,12
52,20.48,40,10,protocol,7.5,400,5423,13.5575,334,299,0.89521,0.816447,0.782127,0.750401,0.725536,0.697046,0.6434,0.6434,0.6434,0.6434,0.470307,12
53,18.944,37,10,protocol,7.5,400,5354,13.385,372,334,0.897849,0.797818,0.76679,0.733562,0.707816,0.680282,0.636202,0.636202,0.636202,0.636202,0.477139,12
54,18.944,37,10,protocol,7.5,400,5354,13.385,406,358,0.881773,0.815547,0.764195,0.72942,0.700903,0.676775,0.621835,0.621835,0.621835,0.621835,0.47965,12
55,20.992,41,10,protocol,7.5,400,5616,14.04,464,406,0.875,0.859626,0.803584,0.757299,0.726717,0.697956,0.647188,0.647188,0.647188,0.647188,0.479881,12
56,20.48,40,10,protocol,7.5,400,5075,12.6875,462,391,0.84632,0.755007,0.716667,0.683757,0.65585,0.623893,0.5819,0.5819,0.5819,0.5819,0.478608,12
57,18.432,36,10,protocol,7.5,400,5620,14.05,450,413,0.917778,0.822957,0.782624,0.747949,0.715069,0.683377,0.638005,0.638005,0.638005,0.638005,0.477387,12
58,18.432,36,10,protocol,7.5,400,5814,14.535,460,423,0.919565,0.841672,0.800413,0.76455,0.734778,0.70068,0.655686,0.655686,0.655686,0.655686,0.475594,12
59,18.432,36,10,protocol,7.5,400,5554,13.885,432,378,0.875,0.801001,0.776842,0.734872,0.702513,0.664444,0.625479,0.625479,0.625479,0.625479,0.474077,12
60,17.92,35,10,protocol,7.5,400,5772,14.43,424,379,0.893868,0.827183,0.777393,0.737793,0.714938,0.688522,0.644837,0.644837,0.644837,0.644837,0.475036,12
61,19.456,38,10,protocol,7.5,400,5616,14.04,398,359,0.90201,0.820563,0.767639,0.724889,0.702769,0.668269,0.626004,0.626004,0.626004,0.626004,0.479703,12
62,19.968,39,10,protocol,7.5,400,5867,14.6675,386,355,0.919689,0.867388,0.799736,0.762906,0.732079,0.700386,0.658104,0.658104,0.658104,0.658104,0.48253,12
63,20.48,40,10,protocol,7.5,400,5591,13.9775,390,354,0.907692,0.818815,0.750808,0.715113,0.694165,0.664917,0.622799,0.622799,0.622799,0.622799,0.484722,12
64,20.48,40,10,protocol,7.5,400,5720,14.3,411,375,0.912409,0.836606,0.768603,0.740756,0.712817,0.680625,0.636333,0.636333,0.636333,0.636333,0.48347,12
65,19.968,39,10,protocol,7.5,400,5615,14.0375,432,387,0.895833,0.830872,0.763748,0.724626,0.697129,0.665346,0.622449,0.622449,0.622449,0.622449,0.482387,12
66,15.872,31,10,protocol,7.5,400,5010,12.525,460,381,0.828261,0.762306,0.703868,0.668238,0.625711,0.592105,0.548663,0.548663,0.548663,0.548663,0.484715,12
67,21.504,42,10,protocol,7.5,400,5879,14.6975,494,447,0.904858,0.843001,0.790939,0.753662,0.720339,0.69022,0.63601,0.63601,0.63601,0.63601,0.483634,12
68,19.456,38,10,protocol,7.5,400,6310,15.775,514,449,0.873541,0.831897,0.799272,0.768045,0.751748,0.731481,0.680768,0.680768,0.680768,0.680768,0.48186,12
69,20.48,40,10,protocol,7.5,400,5944,14.86,502,443,0.88247,0.842398,0.786517,0.74109,0.714619,0.690079,0.640254,0.640254,0.640254,0.640254,0.48062,12
70,20.48,40,10,protocol,7.5,400,6049,15.1225,512,451,0.880859,0.817088,0.775098,0.746968,0.724992,0.697372,0.648707,0.648707,0.648707,0.648707,0.478757,12
71,20.48,40,10,protocol,7.5,400,6080,15.2,500,439,0.878,0.823775,0.774102,0.73882,0.726832,0.701823,0.653937,0.653937,0.653937,0.653937,0.477205,12
72,20.48,40,10,protocol,7.5,400,6121,15.3025,460,394,0.856522,0.797215,0.761741,0.736445,0.723494,0.701466,0.658773,0.658773,0.658773,0.658773,0.475337,12
73,20.48,40,10,protocol,7.5,400,5132,12.83,410,340,0.829268,0.718362,0.664933,0.634019,0.618495,0.591628,0.557414,0.557414,0.557414,0.557414,0.483294,12
74,20.48,40,10,protocol,7.5,400,5557,13.8925,384,312,0.8125,0.752641,0.717181,0.690642,0.672838,0.645418,0.609928,0.609928,0.609928,0.609928,0.482678,12
75,20.48,40,10,protocol,7.5,400,5821,14.5525,348,310,0.890805,0.813424,0.764385,0.736436,0.708192,0.675299,0.636483,0.636483,0.636483,0.636483,0.481778,12
76,19.456,38,10,protocol,7.5,400,5815,14.5375,388,341,0.878866,0.781588,0.748598,0.723553,0.711807,0.681509,0.636443,0.636443,0.636443,0.636443,0.480552,12
77,20.48,40,10,protocol,7.5,400,5666,14.165,378,349,0.92328,0.813602,0.759331,0.724772,0.70197,0.670444,0.626161,0.626161,0.626161,0.626161,0.478971,12
78,20.48,40,10,protocol,7.5,400,5523,13.8075,404,362,0.89604,0.811234,0.752142,0.704398,0.680841,0.658301,0.610325,0.610325,0.610325,0.610325,0.477187,12
79,20.48,40,10,protocol,7.5,400,5834,14.585,416,381,0.915865,0.835762,0.775976,0.7361,0.718664,0.694624,0.644072,0.644072,0.644072,0.644072,0.475585,12
80,20.48,40,10,protocol,7.5,400,5615,14.0375,411,353,0.858881,0.818806,0.766645,0.71967,0.699938,0.669029,0.625056,0.625056,0.625056,0.625056,0.473927,12
81,20.48,40,10,protocol,7.5,400,5820,14.55,448,388,0.866071,0.823407,0.78013,0.740464,0.722535,0.693801,0.645623,0.645623,0.645623,0.645623,0.473021,12
82,20.48,40,10,protocol,7.5,400,5633,14.0825,462,404,0.874459,0.809425,0.75309,0.715522,0.701682,0.669974,0.629514,0.629514,0.629514,0.629514,0.473652,12
83,20.48,40,10,protocol,7.5,400,5619,14.0475,454,404,0.889868,0.845821,0.755669,0.713976,0.703401,0.672179,0.631236,0.631236,0.631236,0.631236,0.474827,12
84,16.896,33,10,protocol,7.5,400,5395,13.4875,458,406,0.886463,0.802009,0.730159,0.697374,0.679994,0.646931,0.611641,0.611641,0.611641,0.611641,0.477316,12
85,16.384,32,10,protocol,7.5,400,5549,13.8725,460,383,0.832609,0.795172,0.751154,0.714,0.698535,0.667008,0.628484,0.628484,0.628484,0.628484,0.475888,12
86,16.384,32,10,protocol,7.5,400,5642,14.105,462,408,0.883117,0.836971,0.781292,0.734575,0.714488,0.682214,0.636651,0.636651,0.636651,0.636651,0.474835,12
87,16.384,32,10,protocol,7.5,400,5485,13.7125,480,414,0.8625,0.811111,0.75319,0.705051,0.6875,0.662999,0.618221,0.618221,0.618221,0.618221,0.473601,12
88,15.872,31,10,protocol,7.5,400,5821,14.5525,496,443,0.893145,0.834488,0.794189,0.754108,0.730562,0.702523,0.655328,0.655328,0.655328,0.655328,0.473836,12
89,16.384,32,10,protocol,7.5,400,5515,13.7875,554,491,0.886282,0.82649,0.76861,0.720025,0.698265,0.671519,0.619385,0.619385,0.619385,0.619385,0.47341,12
90,15.872,31,10,protocol,7.5,400,5640,14.1,568,500,0.880282,0.847187,0.784173,0.731241,0.708836,0.686893,0.632092,0.632092,0.632092,0.632092,0.473153,12
91,18.944,37,10,protocol,7.5,400,5478,13.695,580,486,0.837931,0.785321,0.757871,0.71318,0.687641,0.664364,0.612167,0.612167,0.612167,0.612167,0.471978,12
92,18.432,36,10,protocol,7.5,400,5593,13.9825,604,531,0.879139,0.833926,0.804151,0.738812,0.71608,0.689775,0.621787,0.621787,0.621787,0.621787,0.470674,12
93,18.432,36,10,protocol,7.5,400,5559,13.8975,655,560,0.854962,0.81106,0.771787,0.738565,0.713505,0.681488,0.619042,0.619042,0.619042,0.619042,0.469978,12
94,18.432,36,10,protocol,7.5,400,5068,12.67,614,509,0.82899,0.772885,0.733766,0.675117,0.651089,0.620353,0.566272,0.566272,0.566272,0.566272,0.472359,12
95,18.432,36,10,protocol,7.5,400,5563,13.9075,570,509,0.892982,0.820966,0.783145,0.74206,0.713368,0.684963,0.626393,0.626393,0.626393,0.626393,0.47348,12
96,18.432,36,10,protocol,7.5,400,5525,13.8125,564,489,0.867021,0.817909,0.775053,0.742268,0.710138,0.683492,0.627672,0.627672,0.627672,0.627672,0.472786,12
97,18.432,36,10,protocol,7.5,400,5372,13.43,575,480,0.834783,0.80532,0.760534,0.714991,0.68926,0.662533,0.613855,0.613855,0.613855,0.613855,0.472178,12
98,18.432,36,10,protocol,7.5,400,5915,14.7875,566,519,0.916961,0.85628,0.820285,0.791,0.762656,0.730195,0.680207,0.680207,0.680207,0.680207,0.471139,12
99,17.92,35,10,protocol,7.5,400,5501,13.7525,572,489,0.854895,0.833333,0.789979,0.753653,0.722444,0.688076,0.636753,0.636753,0.636753,0.636753,0.472333,12
100,17.92,35,10,protocol,7.5,400,6018,15.045,524,480,0.916031,0.880893,0.853105,0.813685,0.778859,0.752042,0.703085,0.703085,0.703085,0.703085,0.472097,12
101,16.384,32,10,protocol,7.5,400,5590,13.975,554,486,0.877256,0.846688,0.809425,0.773232,0.734974,0.709081,0.656177,0.656177,0.656177,0.656177,0.471801,12
102,16.896,33,10,protocol,7.5,400,5419,13.5475,588,520,0.884354,0.81749,0.779094,0.748782,0.719654,0.689049,0.637326,0.637326,0.637326,0.637326,0.472073,12
103,15.872,31,10,protocol,7.5,400,5403,13.5075,562,506,0.900356,0.852345,0.805073,0.763414,0.729436,0.692036,0.640907,0.640907,0.640907,0.640907,0.471248,12
104,16.384,32,10,protocol,7.5,400,5377,13.4425,540,497,0.92037,0.862846,0.801336,0.75969,0.730875,0.689632,0.638968,0.638968,0.638968,0.638968,0.470564,12
105,17.92,35,10,protocol,7.5,400,5381,13.4525,526,461,0.876426,0.843381,0.799786,0.757562,0.725367,0.69005,0.646748,0.646748,0.646748,0.646748,0.470969,12
106,18.432,36,10,protocol,7.5,400,5615,14.0375,500,473,0.946,0.865359,0.815675,0.787436,0.764346,0.726272,0.678597,0.678597,0.678597,0.678597,0.470037,12
107,18.432,36,10,protocol,7.5,400,5240,13.1,524,454,0.866412,0.800499,0.778396,0.738337,0.705484,0.672717,0.633374,0.633374,0.633374,0.633374,0.468928,12
108,17.92,35,10,protocol,7.5,400,5572,13.93,506,461,0.911067,0.865169,0.82838,0.787844,0.76268,0.723475,0.672989,0.672989,0.672989,0.672989,0.468696,12
109,17.408,34,10,protocol,7.5,400,5468,13.67,500,450,0.9,0.836576,0.808273,0.775944,0.748886,0.714768,0.659986,0.659986,0.659986,0.659986,0.469119,12
110,16.896,33,10,protocol,7.5,400,5019,12.5475,500,439,0.878,0.801587,0.749818,0.717937,0.69386,0.65895,0.609895,0.609895,0.609895,0.609895,0.472032,12
111,16.384,32,10,protocol,7.5,400,5570,13.925,510,467,0.915686,0.860186,0.821937,0.790275,0.768172,0.730127,0.67778,0.67778,0.67778,0.67778,0.471112,12
112,16.384,32,10,protocol,7.5,400,4991,12.4775,516,450,0.872093,0.787265,0.748582,0.723059,0.697884,0.659277,0.61182,0.61182,0.61182,0.61182,0.47077,12
113,16.384,32,10,protocol,7.5,400,5508,13.77,506,462,0.913043,0.888808,0.836538,0.795403,0.7663,0.725688,0.679038,0.679038,0.679038,0.679038,0.471174,12
114,16.384,32,10,protocol,7.5,400,5285,13.2125,462,408,0.883117,0.828994,0.781581,0.758503,0.732035,0.697256,0.652346,0.652346,0.652346,0.652346,0.472905,12
115,18.944,37,10,protocol,7.5,400,5128,12.82,500,434,0.868,0.823487,0.768352,0.74559,0.720213,0.682289,0.63293,0.63293,0.63293,0.63293,0.472594,12
116,18.432,36,10,protocol,7.5,400,5160,12.9,494,419,0.848178,0.790059,0.764726,0.740239,0.719667,0.687301,0.639326,0.639326,0.639326,0.639326,0.471559,12
117,18.432,36,10,protocol,7.5,400,5502,13.755,470,419,0.891489,0.870398,0.826329,0.797858,0.774751,0.735937,0.688016,0.688016,0.688016,0.688016,0.470958,12
118,18.432,36,10,protocol,7.5,400,4944,12.36,462,408,0.883117,0.824855,0.770383,0.728558,0.700785,0.666814,0.617934,0.617934,0.617934,0.617934,0.470108,12
119,18.432,36,10,protocol,7.5,400,5406,13.515,434,388,0.894009,0.846264,0.813636,0.785517,0.76687,0.728194,0.679874,0.679874,0.679874,0.679874,0.469911,12
120,16.896,33,10,protocol,7.5,400,5365,13.4125,414,381,0.92029,0.853857,0.813897,0.784363,0.763489,0.725536,0.679331,0.679331,0.679331,0.679331,0.470679,12
121,19.456,38,10,protocol,7.5,400,4710,11.775,440,368,0.836364,0.766576,0.718945,0.694226,0.677113,0.643321,0.600051,0.600051,0.600051,0.600051,0.473137,12
122,18.432,36,10,protocol,7.5,400,5314,13.285,491,461,0.9389,0.875672,0.830923,0.804085,0.77204,0.733204,0.680328,0.680328,0.680328,0.680328,0.472228,12
123,17.408,34,10,protocol,7.5,400,5313,13.2825,484,422,0.871901,0.831818,0.802217,0.7792,0.759501,0.732367,0.683222,0.683222,0.683222,0.683222,0.471438,12
124,19.456,38,10,protocol,7.5,400,5224,13.06,498,427,0.85743,0.815094,0.795447,0.780928,0.754304,0.72752,0.676334,0.676334,0.676334,0.676334,0.470671,12
125,18.432,36,10,protocol,7.5,400,5355,13.3875,548,485,0.885036,0.836186,0.810114,0.794559,0.772776,0.748648,0.697057,0.697057,0.697057,0.697057,0.469985,12
126,18.432,36,10,protocol,7.5,400,5192,12.98,618,548,0.886731,0.849315,0.809345,0.780912,0.755034,0.725549,0.676755,0.676755,0.676755,0.676755,0.469075,12
127,18.432,36,10,protocol,7.5,400,5375,13.4375,638,555,0.869906,0.842545,0.81479,0.797146,0.777583,0.750523,0.703985,0.703985,0.703985,0.703985,0.469567,12
128,17.92,35,10,protocol,7.5,400,5017,12.5425,652,552,0.846626,0.807143,0.763103,0.742063,0.731294,0.707025,0.656373,0.656373,0.656373,0.656373,0.469184,12
129,18.432,36,10,protocol,7.5,400,5104,12.76,602,516,0.857143,0.809102,0.791492,0.768129,0.748309,0.721437,0.668765,0.668765,0.668765,0.668765,0.469909,12
130,17.92,35,10,protocol,7.5,400,5136,12.84,542,469,0.865314,0.799879,0.785564,0.77852,0.758615,0.727012,0.681541,0.681541,0.681541,0.681541,0.46973,12
131,16.896,33,10,protocol,7.5,400,5186,12.965,580,499,0.860345,0.822654,0.790423,0.768633,0.751816,0.731596,0.689329,0.689329,0.689329,0.689329,0.469524,12
132,17.408,34,10,protocol,7.5,400,5114,12.785,590,513,0.869492,0.830337,0.802482,0.781593,0.752583,0.729971,0.677757,0.677757,0.677757,0.677757,0.468746,12
133,15.872,31,10,protocol,7.5,400,5522,13.805,608,549,0.902961,0.875566,0.860682,0.845777,0.818353,0.792942,0.735153,0.735153,0.735153,0.735153,0.468354,12
134,15.36,30,10,protocol,7.5,400,5211,13.0275,576,517,0.897569,0.86293,0.828459,0.80019,0.768929,0.746612,0.701941,0.701941,0.701941,0.701941,0.467589,12
135,16.384,32,10,protocol,7.5,400,5060,12.65,582,525,0.902062,0.839325,0.814643,0.789313,0.761123,0.729742,0.686668,0.686668,0.686668,0.686668,0.466852,12
136,15.36,30,10,protocol,7.5,400,5304,13.26,594,528,0.888889,0.856984,0.833807,0.812442,0.794916,0.76726,0.719674,0.719674,0.719674,0.719674,0.466152,12
137,15.872,31,10,protocol,7.5,400,4947,12.3675,614,526,0.856678,0.816327,0.785563,0.764761,0.744663,0.718011,0.671646,0.671646,0.671646,0.671646,0.465825,12
138,16.384,32,10,protocol,7.5,400,5143,12.8575,613,541,0.882545,0.846847,0.818995,0.791103,0.763971,0.741955,0.7,0.7,0.7,0.7,0.465794,12
139,16.384,32,10,protocol,7.5,400,4961,12.4025,570,486,0.852632,0.798573,0.779101,0.757924,0.740657,0.716241,0.675525,0.675525,0.675525,0.675525,0.465104,12
140,16.384,32,10,protocol,7.5,400,5474,13.685,586,534,0.911263,0.898901,0.872188,0.844975,0.817789,0.79253,0.743673,0.743673,0.743673,0.743673,0.464509,12
141,16.384,32,10,protocol,7.5,400,4993,12.4825,590,530,0.898305,0.853104,0.809377,0.767457,0.750871,0.722577,0.678173,0.678173,0.678173,0.678173,0.463907,12
142,16.384,32,10,protocol,7.5,400,5258,13.145,592,517,0.873311,0.857865,0.837075,0.803979,0.785244,0.758025,0.713393,0.713393,0.713393,0.713393,0.463227,12
143,16.384,32,10,protocol,7.5,400,5253,13.1325,536,476,0.88806,0.854119,0.826551,0.805795,0.783914,0.759934,0.712676,0.712676,0.712676,0.712676,0.462837,12
144,17.408,34,10,protocol,7.5,400,4904,12.26,514,442,0.859922,0.79124,0.763963,0.749724,0.727053,0.701981,0.658651,0.658651,0.658651,0.658651,0.462318,12
145,15.36,30,10,protocol,7.5,400,4608,11.52,474,374,0.78903,0.760949,0.726532,0.699339,0.680512,0.656078,0.619688,0.619688,0.619688,0.619688,0.467277,12
146,14.848,29,10,protocol,7.5,400,4933,12.3325,442,374,0.846154,0.787286,0.762762,0.745599,0.725504,0.697674,0.662013,0.662013,0.662013,0.662013,0.467232,12
147,15.872,31,10,protocol,7.5,400,5006,12.515,412,368,0.893204,0.84597,0.800774,0.771972,0.744916,0.7088,0.667779,0.667779,0.667779,0.667779,0.466779,12
148,16.896,33,10,protocol,7.5,400,4862,12.155,417,361,0.865707,0.816808,0.774112,0.746503,0.72972,0.688005,0.640158,0.640158,0.640158,0.640158,0.467284,12
149,17.92,35,10,protocol,7.5,400,5029,12.5725,398,354,0.889447,0.80072,0.768865,0.751189,0.739476,0.710248,0.66097,0.66097,0.66097,0.66097,0.468304,12
150,18.432,36,10,protocol,7.5,400,5232,13.08,356,335,0.941011,0.865707,0.819189,0.794447,0.77461,0.738993,0.688471,0.688471,0.688471,0.688471,0.467823,12
151,18.432,36,10,protocol,7.5,400,5374,13.435,368,337,0.915761,0.826279,0.802572,0.78291,0.77316,0.751055,0.708147,0.708147,0.708147,0.708147,0.467286,12
152,18.944,37,10,protocol,7.5,400,5182,12.955,370,323,0.872973,0.826974,0.782888,0.767991,0.75559,0.723385,0.678095,0.678095,0.678095,0.678095,0.466676,12
153,18.944,37,10,protocol,7.5,400,5225,13.0625,374,344,0.919786,0.845408,0.805281,0.774222,0.754466,0.724952,0.681451,0.681451,0.681451,0.681451,0.465949,12
