SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed
154,19.968,39,10,protocol,7.5,400,5405,13.5125,382,360,0.942408,0.86372,0.824544,0.805096,0.781627,0.74816,0.707091,0.707091,0.707091,0.707091,0.465473,12
155,19.968,39,10,protocol,7.5,400,5473,13.6825,408,390,0.955882,0.868883,0.829976,0.809705,0.788462,0.755536,0.715238,0.715238,0.715238,0.715238,0.464732,12
156,20.48,40,10,protocol,7.5,400,5272,13.18,443,394,0.889391,0.83103,0.788793,0.777778,0.757829,0.727019,0.68763,0.68763,0.68763,0.68763,0.464627,12
157,20.48,40,10,protocol,7.5,400,5232,13.08,442,407,0.920814,0.851504,0.794031,0.770814,0.748254,0.71304,0.677896,0.677896,0.677896,0.677896,0.464278,12
158,19.968,39,10,protocol,7.5,400,4895,12.2375,392,340,0.867347,0.794547,0.756419,0.734454,0.709936,0.66773,0.632497,0.632497,0.632497,0.632497,0.463935,12
159,18.944,37,10,protocol,7.5,400,5172,12.93,444,394,0.887387,0.819054,0.781764,0.758661,0.741206,0.704158,0.665508,0.665508,0.665508,0.665508,0.463325,12
160,17.92,35,10,protocol,7.5,400,5160,12.9,488,446,0.913934,0.82376,0.781932,0.758427,0.734303,0.701092,0.660563,0.660563,0.660563,0.660563,0.462828,12
161,17.92,35,10,protocol,7.5,400,5377,13.4425,476,445,0.934874,0.860265,0.798252,0.776006,0.762814,0.727116,0.685984,0.685984,0.685984,0.685984,0.463184,12
162,18.944,37,10,protocol,7.5,400,5097,12.7425,462,407,0.880952,0.831317,0.779701,0.750543,0.726052,0.69438,0.649834,0.649834,0.649834,0.649834,0.463074,12
163,18.432,36,10,protocol,7.5,400,5058,12.645,442,389,0.88009,0.808707,0.752786,0.732178,0.713475,0.686794,0.640613,0.640613,0.640613,0.640613,0.463481,12
164,18.432,36,10,protocol,7.5,400,5562,13.905,394,370,0.939086,0.872603,0.822317,0.803811,0.782164,0.754852,0.704831,0.704831,0.704831,0.704831,0.462892,12
165,18.432,36,10,protocol,7.5,400,5190,12.975,360,326,0.905556,0.79902,0.767078,0.751058,0.734741,0.705676,0.656416,0.656416,0.656416,0.656416,0.463669,12
166,18.944,37,10,protocol,7.5,400,5327,13.3175,316,283,0.89557,0.842632,0.803731,0.781927,0.751489,0.717907,0.674133,0.674133,0.674133,0.674133,0.463,12
167,20.48,40,10,protocol,7.5,400,5326,13.315,278,247,0.888489,0.841629,0.80947,0.795787,0.762039,0.723161,0.674265,0.674265,0.674265,0.674265,0.462603,12
168,20.48,40,10,protocol,7.5,400,5238,13.095,268,251,0.936567,0.860392,0.816981,0.787775,0.753792,0.715917,0.665142,0.665142,0.665142,0.665142,0.462175,12
169,18.944,37,10,protocol,7.5,400,5025,12.5625,298,266,0.892617,0.814132,0.764058,0.74714,0.722978,0.689625,0.646552,0.646552,0.646552,0.646552,0.461704,12
170,19.968,39,10,protocol,7.5,400,5298,13.245,284,266,0.93662,0.868115,0.825617,0.800049,0.770747,0.728626,0.686269,0.686269,0.686269,0.686269,0.461856,12
171,19.968,39,10,protocol,7.5,400,5245,13.1125,302,273,0.903974,0.84164,0.799296,0.770422,0.747831,0.71549,0.678923,0.678923,0.678923,0.678923,0.461546,12
172,20.48,40,10,protocol,7.5,400,5248,13.12,320,300,0.9375,0.876263,0.8148,0.7935,0.760607,0.715013,0.677644,0.677644,0.677644,0.677644,0.460922,12
173,20.48,40,10,protocol,7.5,400,5373,13.4325,325,300,0.923077,0.859455,0.828843,0.799054,0.775318,0.735497,0.695906,0.695906,0.695906,0.695906,0.46026,12
174,20.48,40,10,protocol,7.5,400,5129,12.8225,302,276,0.913907,0.843478,0.795618,0.767713,0.743994,0.703305,0.658787,0.658787,0.658787,0.658787,0.459843,12
175,20.48,40,10,protocol,7.5,400,5037,12.5925,308,297,0.964286,0.866372,0.808754,0.772842,0.727599,0.689253,0.647634,0.647634,0.647634,0.647634,0.460725,12
176,18.432,36,10,protocol,7.5,400,5149,12.8725,318,298,0.937107,0.864739,0.806046,0.776276,0.741664,0.708196,0.660932,0.660932,0.660932,0.660932,0.460487,12
177,18.432,36,10,protocol,7.5,400,5293,13.2325,306,286,0.934641,0.851562,0.818254,0.791517,0.757483,0.724101,0.677246,0.677246,0.677246,0.677246,0.460077,12
178,20.48,40,10,protocol,7.5,400,5124,12.81,324,301,0.929012,0.873805,0.807224,0.771014,0.745286,0.709677,0.65625,0.65625,0.65625,0.65625,0.459573,12
179,20.48,40,10,protocol,7.5,400,5197,12.9925,305,290,0.95082,0.868121,0.820234,0.790786,0.752785,0.721372,0.666838,0.666838,0.666838,0.666838,0.459041,12
180,20.48,40,10,protocol,7.5,400,5152,12.88,300,282,0.94,0.862292,0.805486,0.780769,0.74681,0.716286,0.662764,0.662764,0.662764,0.662764,0.458654,12
181,20.48,40,10,protocol,7.5,400,4840,12.1,320,286,0.89375,0.815299,0.770799,0.734657,0.712155,0.676355,0.618828,0.618828,0.618828,0.618828,0.458438,12
182,20.48,40,10,protocol,7.5,400,5110,12.775,290,270,0.931034,0.859273,0.806208,0.779473,0.752722,0.709369,0.655296,0.655296,0.655296,0.655296,0.458525,12
183,19.968,39,10,protocol,7.5,400,5029,12.5725,246,220,0.894309,0.838432,0.789648,0.76957,0.743391,0.69937,0.647809,0.647809,0.647809,0.647809,0.458594,12
184,20.48,40,10,protocol,7.5,400,5118,12.795,224,203,0.90625,0.86531,0.82125,0.789583,0.762796,0.709797,0.654348,0.654348,0.654348,0.654348,0.458585,12
185,20.48,40,10,protocol,7.5,400,5010,12.525,222,203,0.914414,0.84913,0.802929,0.766632,0.742614,0.69711,0.642582,0.642582,0.642582,0.642582,0.4582,12
186,18.944,37,10,protocol,7.5,400,4927,12.3175,228,214,0.938596,0.840607,0.778577,0.757062,0.729563,0.68704,0.632708,0.632708,0.632708,0.632708,0.457946,12
187,18.944,37,10,protocol,7.5,400,4980,12.45,246,224,0.910569,0.831917,0.795979,0.762647,0.728848,0.693952,0.63817,0.63817,0.63817,0.63817,0.457468,12
188,20.48,40,10,protocol,7.5,400,5039,12.5975,260,247,0.95,0.84319,0.792693,0.755187,0.730583,0.699755,0.643423,0.643423,0.643423,0.643423,0.457069,12
189,20.48,40,10,protocol,7.5,400,5280,13.2,280,269,0.960714,0.865451,0.834457,0.802788,0.773739,0.73823,0.675237,0.675237,0.675237,0.675237,0.456931,12
190,20.48,40,10,protocol,7.5,400,5424,13.56,300,287,0.956667,0.885289,0.852966,0.82102,0.794603,0.755878,0.694722,0.694722,0.694722,0.694722,0.456824,12
191,20.48,40,10,protocol,7.5,400,5056,12.64,274,257,0.937956,0.855263,0.812389,0.774777,0.739777,0.704532,0.645759,0.645759,0.645759,0.645759,0.456243,12
192,20.48,40,10,protocol,7.5,400,4971,12.4275,268,253,0.94403,0.852126,0.803657,0.756166,0.729945,0.698202,0.633894,0.633894,0.633894,0.633894,0.455736,12
193,20.48,40,10,protocol,7.5,400,4929,12.3225,280,242,0.864286,0.818671,0.78982,0.749237,0.728905,0.691665,0.629246,0.629246,0.629246,0.629246,0.455219,12
194,19.968,39,10,protocol,7.5,400,5017,12.5425,262,233,0.889313,0.85206,0.804963,0.771349,0.745105,0.708907,0.638309,0.638309,0.638309,0.638309,0.455416,12
195,20.48,40,10,protocol,7.5,400,5076,12.69,224,201,0.897321,0.857671,0.817324,0.775628,0.746337,0.712635,0.648773,0.648773,0.648773,0.648773,0.455634,12
196,18.944,37,10,protocol,7.5,400,5304,13.26,220,207,0.940909,0.858156,0.821739,0.793603,0.772744,0.739957,0.675676,0.675676,0.675676,0.675676,0.456866,12
197,16.896,33,10,protocol,7.5,400,4937,12.3425,227,210,0.92511,0.82821,0.790091,0.752044,0.719723,0.687253,0.625158,0.625158,0.625158,0.625158,0.458735,12
198,20.48,40,10,protocol,7.5,400,5482,13.705,204,198,0.970588,0.902017,0.85013,0.820258,0.797904,0.762062,0.697657,0.697657,0.697657,0.697657,0.458477,12
199,20.48,40,10,protocol,7.5,400,4953,12.3825,200,183,0.915,0.858252,0.788782,0.749625,0.720251,0.686107,0.630587,0.630587,0.630587,0.630587,0.458605,12
200,19.968,39,10,protocol,7.5,400,4981,12.4525,220,206,0.936364,0.841954,0.785071,0.758544,0.734058,0.69145,0.634106,0.634106,0.634106,0.634106,0.458432,12
201,20.48,40,10,protocol,7.5,400,5061,12.6525,213,202,0.948357,0.843454,0.783898,0.755877,0.734539,0.696408,0.646803,0.646803,0.646803,0.646803,0.458704,12
202,20.48,40,10,protocol,7.5,400,5274,13.185,185,177,0.956757,0.859142,0.814371,0.787744,0.766442,0.7248,0.673696,0.673696,0.673696,0.673696,0.458484,12
203,20.48,40,10,protocol,7.5,400,4863,12.1575,176,155,0.880682,0.809947,0.753076,0.729084,0.703376,0.669671,0.618793,0.618793,0.618793,0.618793,0.458185,12
204,20.48,40,10,protocol,7.5,400,4792,11.98,164,151,0.920732,0.821244,0.76692,0.731429,0.700912,0.664361,0.610785,0.610785,0.610785,0.610785,0.457972,12
205,20.48,40,10,protocol,7.5,400,4850,12.125,152,137,0.901316,0.817789,0.774775,0.738671,0.707533,0.671175,0.62426,0.62426,0.62426,0.62426,0.45888,12
206,19.456,38,10,protocol,7.5,400,4815,12.0375,160,145,0.90625,0.807692,0.762429,0.728934,0.702867,0.665221,0.619943,0.619943,0.619943,0.619943,0.458329,12
207,18.944,37,10,protocol,7.5,400,5371,13.4275,170,161,0.947059,0.867481,0.835204,0.808392,0.782673,0.747031,0.69364,0.69364,0.69364,0.69364,0.458686,12
208,18.432,36,10,protocol,7.5,400,4999,12.4975,160,145,0.90625,0.842453,0.792317,0.758768,0.728433,0.693094,0.645637,0.645637,0.645637,0.645637,0.458751,12
209,18.432,36,10,protocol,7.5,400,5067,12.6675,170,153,0.9,0.846729,0.803134,0.767424,0.743561,0.707252,0.649987,0.649987,0.649987,0.649987,0.458458,12
210,18.432,36,10,protocol,7.5,400,5098,12.745,166,147,0.885542,0.856348,0.802083,0.778446,0.748986,0.711349,0.655266,0.655266,0.655266,0.655266,0.457999,12
211,18.432,36,10,protocol,7.5,400,5241,13.1025,160,142,0.8875,0.864438,0.8112,0.79267,0.767982,0.729445,0.673824,0.673824,0.673824,0.673824,0.457594,12
212,18.432,36,10,protocol,7.5,400,4867,12.1675,170,153,0.9,0.836299,0.784955,0.750962,0.718328,0.67838,0.624294,0.624294,0.624294,0.624294,0.457628,12
213,17.92,35,10,protocol,7.5,400,5118,12.795,174,152,0.873563,0.861136,0.805462,0.783903,0.74662,0.71066,0.660982,0.660982,0.660982,0.660982,0.4574,12
214,18.432,36,10,protocol,7.5,400,4967,12.4175,194,175,0.902062,0.85223,0.802066,0.76161,0.726208,0.689412,0.640423,0.640423,0.640423,0.640423,0.45733,12
215,18.432,36,10,protocol,7.5,400,5195,12.9875,196,164,0.836735,0.842056,0.804312,0.779177,0.756245,0.723195,0.671928,0.671928,0.671928,0.671928,0.456932,12
216,17.92,35,10,protocol,7.5,400,4651,11.6275,179,155,0.865922,0.826087,0.77538,0.734977,0.702894,0.657799,0.600465,0.600465,0.600465,0.600465,0.456727,12
217,17.92,35,10,protocol,7.5,400,5053,12.6325,216,203,0.939815,0.889207,0.827681,0.783979,0.74785,0.708939,0.64973,0.64973,0.64973,0.64973,0.456365,12
218,18.432,36,10,protocol,7.5,400,5377,13.4425,234,227,0.970085,0.893911,0.847045,0.821281,0.798196,0.757654,0.692526,0.692526,0.692526,0.692526,0.455901,12
219,18.432,36,10,protocol,7.5,400,5343,13.3575,271,247,0.911439,0.851961,0.840533,0.82067,0.7945,0.756443,0.689072,0.689072,0.689072,0.689072,0.455585,12
220,18.432,36,10,protocol,7.5,400,4837,12.0925,306,271,0.885621,0.819672,0.785062,0.75901,0.735706,0.699594,0.620128,0.620128,0.620128,0.620128,0.455102,12
221,18.432,36,10,protocol,7.5,400,4828,12.07,310,296,0.954839,0.883104,0.825158,0.77185,0.740911,0.699659,0.626478,0.626478,0.626478,0.626478,0.455516,12
222,18.432,36,10,protocol,7.5,400,4914,12.285,358,329,0.918994,0.863546,0.812896,0.773333,0.745072,0.705426,0.645466,0.645466,0.645466,0.645466,0.455243,12
223,18.432,36,10,protocol,7.5,400,4722,11.805,369,334,0.905149,0.837255,0.780125,0.747326,0.715064,0.677903,0.627561,0.627561,0.627561,0.627561,0.454918,12
224,18.432,36,10,protocol,7.5,400,5133,12.8325,324,309,0.953704,0.87384,0.839859,0.806391,0.772968,0.739137,0.685146,0.685146,0.685146,0.685146,0.454456,12
225,17.92,35,10,protocol,7.5,400,4824,12.06,320,290,0.90625,0.857402,0.812995,0.767542,0.734678,0.698906,0.645563,0.645563,0.645563,0.645563,0.453973,12
226,17.92,35,10,protocol,7.5,400,5255,13.1375,292,271,0.928082,0.905188,0.880855,0.840825,0.809018,0.766587,0.707649,0.707649,0.707649,0.707649,0.453816,12
227,16.384,32,10,protocol,7.5,400,5049,12.6225,278,254,0.913669,0.855717,0.83458,0.8096,0.785743,0.735285,0.6829,0.6829,0.6829,0.6829,0.453468,12
228,16.384,32,10,protocol,7.5,400,4825,12.0625,235,220,0.93617,0.857018,0.818333,0.780937,0.758621,0.707891,0.653877,0.653877,0.653877,0.653877,0.453022,12
229,16.384,32,10,protocol,7.5,400,4818,12.045,240,212,0.883333,0.835203,0.798745,0.775,0.758628,0.707915,0.657471,0.657471,0.657471,0.657471,0.4536,12
230,14.848,29,10,protocol,7.5,400,4929,12.3225,240,221,0.920833,0.864796,0.829341,0.803448,0.773619,0.724651,0.669293,0.669293,0.669293,0.669293,0.453583,12
231,16.384,32,10,protocol,7.5,400,4732,11.83,218,200,0.917431,0.858003,0.822339,0.772243,0.743297,0.69592,0.638941,0.638941,0.638941,0.638941,0.454138,12
232,16.384,32,10,protocol,7.5,400,4848,12.12,196,179,0.913265,0.855035,0.816853,0.782435,0.762095,0.717649,0.655532,0.655532,0.655532,0.655532,0.453741,12
233,16.384,32,10,protocol,7.5,400,4885,12.2125,168,155,0.922619,0.855297,0.818699,0.785638,0.764117,0.722534,0.662595,0.662595,0.662595,0.662595,0.453575,12
234,16.384,32,10,protocol,7.5,400,4714,11.785,194,169,0.871134,0.823224,0.79465,0.766099,0.739896,0.697634,0.642487,0.642487,0.642487,0.642487,0.453172,12
235,14.336,28,10,protocol,7.5,400,4228,10.57,242,206,0.85124,0.800866,0.742653,0.698916,0.6752,0.631554,0.577028,0.577028,0.577028,0.577028,0.455498,12
236,17.408,34,10,protocol,7.5,400,4519,11.2975,274,244,0.890511,0.811671,0.771574,0.737234,0.715752,0.677564,0.618356,0.618356,0.618356,0.618356,0.45506,12
237,18.432,36,10,protocol,7.5,400,4851,12.1275,279,251,0.899642,0.868519,0.837838,0.802869,0.772763,0.728174,0.663518,0.663518,0.663518,0.663518,0.454813,12
238,18.432,36,10,protocol,7.5,400,4967,12.4175,268,253,0.94403,0.884964,0.851375,0.826099,0.798284,0.751921,0.685395,0.685395,0.685395,0.685395,0.454411,12
239,17.92,35,10,protocol,7.5,400,4931,12.3275,260,239,0.919231,0.867908,0.83262,0.806702,0.785112,0.744223,0.686395,0.686395,0.686395,0.686395,0.454297,12
240,17.92,35,10,protocol,7.5,400,4599,11.4975,256,230,0.898438,0.823477,0.796233,0.761081,0.741079,0.696645,0.640529,0.640529,0.640529,0.640529,0.453979,12
241,15.36,30,10,protocol,7.5,400,4812,12.03,276,256,0.927536,0.859649,0.828925,0.805066,0.781339,0.732528,0.664686,0.664686,0.664686,0.664686,0.453619,12
242,14.336,28,10,protocol,7.5,400,5072,12.68,300,281,0.936667,0.879218,0.849957,0.828846,0.808144,0.76399,0.69692,0.69692,0.69692,0.69692,0.453206,12
243,14.336,28,10,protocol,7.5,400,4831,12.0775,302,273,0.903974,0.854497,0.836564,0.812705,0.787571,0.735122,0.663871,0.663871,0.663871,0.663871,0.45309,12
244,16.384,32,10,protocol,7.5,400,4636,11.59,330,309,0.936364,0.86532,0.823084,0.7905,0.753352,0.706419,0.640841,0.640841,0.640841,0.640841,0.452883,12
245,16.384,32,10,protocol,7.5,400,5001,12.5025,346,331,0.956647,0.896872,0.861356,0.841287,0.80763,0.759883,0.692788,0.692788,0.692788,0.692788,0.452557,12
246,16.384,32,10,protocol,7.5,400,4891,12.2275,322,304,0.944099,0.873494,0.839844,0.817976,0.786786,0.741967,0.68258,0.68258,0.68258,0.68258,0.452285,12
247,15.36,30,10,protocol,7.5,400,5112,12.78,338,324,0.95858,0.906977,0.877246,0.857474,0.822218,0.776954,0.714805,0.714805,0.714805,0.714805,0.451929,12
248,15.36,30,10,protocol,7.5,400,4917,12.2925,344,321,0.93314,0.888696,0.858888,0.834292,0.802658,0.755442,0.686461,0.686461,0.686461,0.686461,0.451756,12
249,16.384,32,10,protocol,7.5,400,5137,12.8425,318,309,0.971698,0.922662,0.874896,0.859062,0.832723,0.785453,0.713789,0.713789,0.713789,0.713789,0.451756,12
250,16.384,32,10,protocol,7.5,400,4612,11.53,318,294,0.924528,0.850093,0.798165,0.78125,0.748793,0.707697,0.635862,0.635862,0.635862,0.635862,0.453543,12
251,16.384,32,10,protocol,7.5,400,4865,12.1625,274,258,0.941606,0.903131,0.849186,0.815095,0.786172,0.744463,0.669788,0.669788,0.669788,0.669788,0.453237,12
252,15.872,31,10,protocol,7.5,400,4402,11.005,294,267,0.908163,0.827021,0.769658,0.746405,0.719984,0.676703,0.611961,0.611961,0.611961,0.611961,0.453003,12
253,16.896,33,10,protocol,7.5,400,4790,11.975,314,298,0.949045,0.882479,0.840811,0.812261,0.780797,0.739514,0.669044,0.669044,0.669044,0.669044,0.452687,12
254,16.384,32,10,protocol,7.5,400,4624,11.56,272,253,0.930147,0.853982,0.815905,0.779874,0.757371,0.715647,0.65402,0.65402,0.65402,0.65402,0.455143,12
255,16.384,32,10,protocol,7.5,400,4547,11.3675,278,258,0.928058,0.862335,0.818556,0.773823,0.747954,0.704088,0.642776,0.642776,0.642776,0.642776,0.454805,12
256,16.384,32,10,protocol,7.5,400,4623,11.5575,300,276,0.92,0.870897,0.820513,0.785281,0.762295,0.721662,0.652456,0.652456,0.652456,0.652456,0.45447,12
257,15.872,31,10,protocol,7.5,400,4957,12.3925,284,265,0.933099,0.909958,0.866542,0.837604,0.815119,0.774319,0.703635,0.703635,0.703635,0.703635,0.454089,12
258,16.384,32,10,protocol,7.5,400,4521,11.3025,284,261,0.919014,0.859833,0.821023,0.783258,0.756879,0.712326,0.64465,0.64465,0.64465,0.64465,0.453815,12
259,16.384,32,10,protocol,7.5,400,4602,11.505,300,275,0.916667,0.857884,0.812796,0.788091,0.77016,0.725135,0.654525,0.654525,0.654525,0.654525,0.453446,12
260,16.384,32,10,protocol,7.5,400,4500,11.25,300,273,0.91,0.854167,0.794618,0.781416,0.755131,0.715646,0.639284,0.639284,0.639284,0.639284,0.453301,12
261,16.384,32,10,protocol,7.5,400,4667,11.6675,254,239,0.940945,0.879747,0.823077,0.803259,0.781702,0.742793,0.667,0.667,0.667,0.667,0.452968,12
262,16.384,32,10,protocol,7.5,400,4562,11.405,260,240,0.923077,0.887131,0.842338,0.805291,0.766212,0.722374,0.649786,0.649786,0.649786,0.649786,0.454699,12
263,16.384,32,10,protocol,7.5,400,4817,12.0425,246,222,0.902439,0.902128,0.849522,0.824785,0.796974,0.757949,0.681432,0.681432,0.681432,0.681432,0.454439,12
264,16.384,32,10,protocol,7.5,400,4859,12.1475,242,222,0.917355,0.87766,0.846824,0.826444,0.81279,0.767943,0.690395,0.690395,0.690395,0.690395,0.454318,12
265,16.384,32,10,protocol,7.5,400,4819,12.0475,254,233,0.917323,0.902062,0.869365,0.846888,0.820952,0.767203,0.686342,0.686342,0.686342,0.686342,0.453977,12
266,16.384,32,10,protocol,7.5,400,4498,11.245,279,253,0.90681,0.860772,0.809744,0.793296,0.761509,0.714481,0.638818,0.638818,0.638818,0.638818,0.455114,12
267,15.872,31,10,protocol,7.5,400,4581,11.4525,292,265,0.907534,0.869215,0.83159,0.814075,0.783579,0.732411,0.653725,0.653725,0.653725,0.653725,0.455008,12
268,14.336,28,10,protocol,7.5,400,4647,11.6175,326,301,0.923313,0.90568,0.863357,0.830783,0.794372,0.743585,0.661916,0.661916,0.661916,0.661916,0.45473,12
269,14.336,28,10,protocol,7.5,400,4876,12.19,352,335,0.951705,0.917,0.886911,0.858802,0.83642,0.780021,0.700129,0.700129,0.700129,0.700129,0.454375,12
270,14.336,28,10,protocol,7.5,400,4762,11.905,324,301,0.929012,0.921748,0.895445,0.86255,0.833112,0.767956,0.689111,0.689111,0.689111,0.689111,0.454015,12
271,14.848,29,10,protocol,7.5,400,4766,11.915,304,285,0.9375,0.892308,0.864783,0.851852,0.821349,0.764138,0.68958,0.68958,0.68958,0.68958,0.453764,12
272,14.336,28,10,protocol,7.5,400,4645,11.6125,308,271,0.87987,0.875746,0.837475,0.822131,0.797758,0.740594,0.670373,0.670373,0.670373,0.670373,0.453558,12
273,14.336,28,10,protocol,7.5,400,4689,11.7225,334,316,0.946108,0.891892,0.84662,0.818326,0.792623,0.738989,0.673707,0.673707,0.673707,0.673707,0.453264,12
274,15.36,30,10,protocol,7.5,400,4698,11.745,340,324,0.952941,0.903592,0.864092,0.834551,0.809629,0.750949,0.679491,0.679491,0.679491,0.679491,0.453125,12
275,16.384,32,10,protocol,7.5,400,4575,11.4375,358,327,0.913408,0.86548,0.829047,0.801768,0.775211,0.731101,0.661797,0.661797,0.661797,0.661797,0.45287,12
276,16.384,32,10,protocol,7.5,400,4781,11.9525,339,317,0.935103,0.916497,0.868368,0.842552,0.816993,0.766001,0.686925,0.686925,0.686925,0.686925,0.452694,12
277,16.384,32,10,protocol,7.5,400,4499,11.2475,332,306,0.921687,0.863198,0.814796,0.797913,0.768467,0.713821,0.644085,0.644085,0.644085,0.644085,0.452582,12
278,15.36,30,10,protocol,7.5,400,4660,11.65,334,306,0.916168,0.87037,0.830661,0.815522,0.796058,0.745238,0.66619,0.66619,0.66619,0.66619,0.453309,12
279,17.408,34,10,protocol,7.5,400,4538,11.345,332,306,0.921687,0.865025,0.830059,0.814218,0.785131,0.727835,0.648556,0.648556,0.648556,0.648556,0.453482,12
280,15.872,31,10,protocol,7.5,400,4702,11.755,300,286,0.953333,0.894788,0.839844,0.820148,0.802652,0.753548,0.672098,0.672098,0.672098,0.672098,0.45318,12
281,15.872,31,10,protocol,7.5,400,4688,11.72,310,277,0.893548,0.876686,0.847332,0.823383,0.805206,0.752683,0.671543,0.671543,0.671543,0.671543,0.453599,12
282,16.384,32,10,protocol,7.5,400,4699,11.7475,306,279,0.911765,0.875486,0.833169,0.813288,0.797655,0.74794,0.67167,0.67167,0.67167,0.67167,0.453281,12
283,16.384,32,10,protocol,7.5,400,4828,12.07,264,244,0.924242,0.889635,0.857767,0.838393,0.818438,0.764676,0.688052,0.688052,0.688052,0.688052,0.453082,12
284,16.384,32,10,protocol,7.5,400,4909,12.2725,276,256,0.927536,0.8998,0.867661,0.855002,0.835708,0.777778,0.697711,0.697711,0.697711,0.697711,0.453077,12
285,16.384,32,10,protocol,7.5,400,4715,11.7875,248,233,0.939516,0.904008,0.83836,0.816159,0.791211,0.737589,0.668938,0.668938,0.668938,0.668938,0.45307,12
286,16.384,32,10,protocol,7.5,400,4633,11.5825,244,220,0.901639,0.864017,0.812324,0.791566,0.775467,0.724318,0.656232,0.656232,0.656232,0.656232,0.452742,12
287,16.384,32,10,protocol,7.5,400,4821,12.0525,225,206,0.915556,0.873737,0.835496,0.814704,0.793968,0.748256,0.68519,0.68519,0.68519,0.68519,0.452407,12
288,16.384,32,10,protocol,7.5,400,4752,11.88,240,211,0.879167,0.858696,0.821691,0.802114,0.788936,0.732895,0.674188,0.674188,0.674188,0.674188,0.452569,12
289,16.384,32,10,protocol,7.5,400,4680,11.7,230,208,0.904348,0.86965,0.811588,0.784554,0.775243,0.724606,0.663734,0.663734,0.663734,0.663734,0.452361,12
290,16.384,32,10,protocol,7.5,400,4801,12.0025,254,237,0.933071,0.876448,0.830431,0.80436,0.78834,0.742771,0.676769,0.676769,0.676769,0.676769,0.452094,12
291,16.384,32,10,protocol,7.5,400,4852,12.13,278,254,0.913669,0.901923,0.873527,0.836177,0.805939,0.752475,0.685169,0.685169,0.685169,0.685169,0.451749,12
292,16.384,32,10,protocol,7.5,400,4911,12.2775,266,247,0.928571,0.883399,0.843915,0.81927,0.799543,0.753305,0.68878,0.68878,0.68878,0.68878,0.451441,12
293,16.384,32,10,protocol,7.5,400,4695,11.7375,258,226,0.875969,0.870482,0.821109,0.804227,0.780179,0.724954,0.655452,0.655452,0.655452,0.655452,0.451123,12
294,16.384,32,10,protocol,7.5,400,4886,12.215,232,221,0.952586,0.880198,0.825815,0.809038,0.79055,0.742212,0.673559,0.673559,0.673559,0.673559,0.450811,12
295,16.384,32,10,protocol,7.5,400,4865,12.1625,258,235,0.910853,0.896761,0.84287,0.8171,0.796115,0.743661,0.673034,0.673034,0.673034,0.673034,0.450635,12
296,16.384,32,10,protocol,7.5,400,4975,12.4375,262,247,0.942748,0.895538,0.858524,0.826503,0.809807,0.760124,0.688781,0.688781,0.688781,0.688781,0.450389,12
297,16.384,32,10,protocol,7.5,400,4845,12.1125,236,220,0.932203,0.866211,0.82207,0.803089,0.783668,0.737582,0.663696,0.663696,0.663696,0.663696,0.450094,12
298,16.896,33,10,protocol,7.5,400,4759,11.8975,222,198,0.891892,0.836935,0.802741,0.783045,0.762966,0.71913,0.650533,0.650533,0.650533,0.650533,0.449775,12
299,17.92,35,10,protocol,7.5,400,4851,12.1275,240,216,0.9,0.85743,0.812139,0.797461,0.779783,0.732408,0.661981,0.661981,0.661981,0.661981,0.449592,12
300,18.432,36,10,protocol,7.5,400,4955,12.3875,263,239,0.908745,0.86444,0.835548,0.806725,0.789904,0.741095,0.673875,0.673875,0.673875,0.673875,0.44942,12
301,18.432,36,10,protocol,7.5,400,4701,11.7525,260,242,0.930769,0.847276,0.810857,0.778284,0.754863,0.706986,0.641677,0.641677,0.641677,0.641677,0.450076,12
302,18.432,36,10,protocol,7.5,400,4625,11.5625,248,236,0.951613,0.84652,0.801967,0.764768,0.740579,0.693459,0.632826,0.632826,0.632826,0.632826,0.449827,12
303,18.432,36,10,protocol,7.5,400,4820,12.05,188,168,0.893617,0.820841,0.798812,0.769271,0.750098,0.717097,0.655689,0.655689,0.655689,0.655689,0.449683,12
304,18.432,36,10,protocol,7.5,400,5016,12.54,174,161,0.925287,0.871429,0.846414,0.817213,0.792431,0.747202,0.684412,0.684412,0.684412,0.684412,0.449381,12
305,18.432,36,10,protocol,7.5,400,4746,11.865,174,168,0.965517,0.86136,0.808202,0.767219,0.749505,0.706665,0.648361,0.648361,0.648361,0.648361,0.449162,12
306,18.432,36,10,protocol,7.5,400,4939,12.3475,182,165,0.906593,0.85195,0.818515,0.798395,0.779581,0.734831,0.678625,0.678625,0.678625,0.678625,0.448913,12
307,18.432,36,10,protocol,7.5,400,5122,12.805,226,195,0.862832,0.856392,0.831947,0.817348,0.803137,0.760193,0.704733,0.704733,0.704733,0.704733,0.448826,12
308,18.432,36,10,protocol,7.5,400,4998,12.495,246,228,0.926829,0.869347,0.828062,0.808205,0.791258,0.751116,0.688292,0.688292,0.688292,0.688292,0.449452,12
