SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed,n_nodes
550,16.384,32,10,protocol,7.5,2000,38571,19.2855,9175,4703,0.5125890000000001,0.36888200000000004,0.310347,0.278513,0.254864,0.230082,0.20498400000000008,0.20498400000000008,0.20498400000000008,0.20498400000000008,0.47529499999999997,20,200.0
233,10.24,20,10,protocol,7.5,2000,40482,20.241,9967,5222,0.523929,0.36952199999999996,0.307807,0.27803,0.254436,0.22903099999999998,0.20463599999999998,0.20463599999999998,0.20463599999999998,0.20463599999999998,0.475443,20,200.0
382,10.752,21,10,protocol,7.5,1300,26366,20.2815,3846,2570,0.668227,0.524673,0.454581,0.412954,0.378281,0.343487,0.30944,0.30944,0.30944,0.30944,0.49381800000000003,20,130.0
716,15.872,31,10,protocol,7.5,1600,34332,21.4575,5343,3389,0.634288,0.46421,0.404074,0.372823,0.346476,0.316158,0.28641500000000003,0.28641500000000003,0.28641500000000003,0.28641500000000003,0.486996,20,160.0
378,18.432000000000002,36,10,protocol,7.5,400,4603,11.5075,302,281,0.930464,0.890267,0.8503069999999999,0.821198,0.7962560000000001,0.732352,0.6773100000000001,0.6773100000000001,0.6773100000000001,0.6773100000000001,0.452244,20,40.0
358,16.384,32,10,protocol,7.5,500,6623,13.245999999999999,582,528,0.907216,0.8135220000000001,0.74852,0.717754,0.688179,0.641889,0.580863,0.580863,0.580863,0.580863,0.500634,20,50.0
570,19.456,38,10,protocol,7.5,700,12017,17.1671,1006,831,0.826044,0.703634,0.645039,0.60147,0.575386,0.538171,0.4855680000000001,0.4855680000000001,0.4855680000000001,0.4855680000000001,0.510219,20,70.0
352,16.896,33,10,protocol,7.5,500,7202,14.404000000000002,462,420,0.909091,0.8279120000000001,0.767273,0.737038,0.717576,0.670612,0.612785,0.612785,0.612785,0.612785,0.501369,20,50.0
392,12.8,25,10,protocol,7.5,1700,34126,20.0741,6710,3764,0.560954,0.415862,0.358925,0.326191,0.301721,0.27365500000000004,0.24474200000000002,0.24474200000000002,0.24474200000000002,0.24474200000000002,0.48298800000000003,20,170.0
703,20.48,40,10,protocol,7.5,900,17882,19.8689,1710,1366,0.79883,0.662176,0.589317,0.55048,0.5142680000000001,0.476646,0.433442,0.433442,0.433442,0.433442,0.508599,20,90.0
324,15.872,31,10,protocol,7.5,300,3052,10.1733,177,166,0.937853,0.9002379999999999,0.8780190000000001,0.867403,0.845548,0.813437,0.754451,0.754451,0.754451,0.754451,0.461041,20,30.0
242,17.408,34,10,protocol,7.5,700,10992,15.7029,1008,842,0.835317,0.6842229999999999,0.626549,0.594383,0.569705,0.52644,0.476005,0.476005,0.476005,0.476005,0.509389,20,70.0
824,19.968,39,10,protocol,7.5,700,11515,16.45,1295,1003,0.774517,0.654092,0.5930350000000001,0.557866,0.528593,0.48988000000000004,0.45373199999999997,0.45373199999999997,0.45373199999999997,0.45373199999999997,0.509392,20,70.0
883,15.872,31,10,protocol,7.5,1300,28718,22.0908,4052,2731,0.673988,0.5374869999999999,0.4720220000000001,0.43987200000000004,0.415646,0.381119,0.34776999999999997,0.34776999999999997,0.34776999999999997,0.34776999999999997,0.506966,20,130.0
553,18.432000000000002,36,10,protocol,7.5,2000,39600,19.8,8720,4903,0.562271,0.39761399999999997,0.32826700000000003,0.294172,0.26657600000000004,0.237661,0.21124600000000002,0.21124600000000002,0.21124600000000002,0.21124600000000002,0.474833,20,200.0
261,9.728,19,10,protocol,7.5,1000,17018,17.018,1612,1238,0.76799,0.646301,0.571666,0.527035,0.493893,0.44233199999999995,0.393806,0.393806,0.393806,0.393806,0.524463,20,100.0
633,17.92,35,10,protocol,7.5,1400,26274,18.7671,4387,2571,0.58605,0.462131,0.396181,0.358601,0.331261,0.30301100000000003,0.275046,0.275046,0.275046,0.275046,0.502069,20,140.0
446,20.991999999999997,41,10,protocol,7.5,1000,19774,19.774,2483,1812,0.729762,0.607931,0.538608,0.508415,0.481317,0.44614899999999996,0.404415,0.404415,0.404415,0.404415,0.53158,20,100.0
700,11.264000000000001,22,10,protocol,7.5,1800,33322,18.5122,7703,3637,0.472154,0.333984,0.284105,0.257212,0.239578,0.218779,0.19805799999999998,0.19805799999999998,0.19805799999999998,0.19805799999999998,0.479187,20,180.0
581,16.384,32,10,protocol,7.5,1100,20099,18.2718,3453,2312,0.669563,0.557269,0.494849,0.4598350000000001,0.428648,0.389819,0.34854,0.34854,0.34854,0.34854,0.5128659999999999,20,110.0
186,17.408,34,10,protocol,7.5,900,15969,17.7433,1875,1449,0.7728,0.666888,0.580554,0.535774,0.504836,0.46435699999999996,0.41717,0.41717,0.41717,0.41717,0.5009140000000001,20,90.0
844,17.408,34,10,protocol,7.5,800,12881,16.1013,1366,1102,0.8067350000000001,0.666539,0.601869,0.5623670000000001,0.530061,0.48462,0.43411700000000003,0.43411700000000003,0.43411700000000003,0.43411700000000003,0.517829,20,80.0
777,9.216000000000001,18,10,protocol,7.5,1900,40674,21.4074,8320,4401,0.5289659999999999,0.396251,0.338913,0.310349,0.284683,0.253659,0.226446,0.226446,0.226446,0.226446,0.477261,20,190.0
607,20.48,40,10,protocol,7.5,600,8724,14.54,884,692,0.782805,0.694855,0.647566,0.62079,0.592083,0.548222,0.505947,0.505947,0.505947,0.505947,0.504084,20,60.0
646,17.408,34,10,protocol,7.5,400,4576,11.44,300,290,0.966667,0.906459,0.858806,0.8289709999999999,0.7962640000000001,0.746934,0.661846,0.661846,0.661846,0.661846,0.459908,20,40.0
499,16.384,32,10,protocol,7.5,1100,20545,18.6773,2840,1971,0.694014,0.537717,0.47858999999999996,0.445966,0.420926,0.384993,0.349745,0.349745,0.349745,0.349745,0.510217,20,110.0
893,20.48,40,10,protocol,7.5,1100,19152,17.4109,3049,1972,0.6467689999999999,0.5124920000000001,0.456516,0.421311,0.39217399999999997,0.358016,0.321421,0.321421,0.321421,0.321421,0.514695,20,110.0
696,20.48,40,10,protocol,7.5,500,6820,13.64,480,431,0.897917,0.8345469999999999,0.785497,0.752001,0.722553,0.6724939999999999,0.605579,0.605579,0.605579,0.605579,0.499862,20,50.0
362,9.216000000000001,18,10,protocol,7.5,1800,39532,21.9622,6554,3938,0.600854,0.44208400000000003,0.376131,0.341542,0.313753,0.283903,0.25607800000000003,0.25607800000000003,0.25607800000000003,0.25607800000000003,0.4702,20,180.0
668,18.944000000000006,37,10,protocol,7.5,300,3716,12.3867,339,321,0.946903,0.902174,0.8460559999999999,0.782877,0.757459,0.7361770000000001,0.6919489999999999,0.6919489999999999,0.6919489999999999,0.6919489999999999,0.4528930000000001,20,30.0
136,16.896,33,10,protocol,7.5,1400,31077,22.1979,4381,3031,0.691851,0.542192,0.471972,0.43139399999999994,0.401293,0.36739299999999997,0.332648,0.332648,0.332648,0.332648,0.48207,20,140.0
852,15.36,30,10,protocol,7.5,1500,28691,19.1273,4681,2871,0.61333,0.463502,0.399608,0.36835500000000004,0.33924099999999996,0.30680599999999997,0.27531300000000003,0.27531300000000003,0.27531300000000003,0.27531300000000003,0.504101,20,150.0
692,24.576,48,10,protocol,7.5,900,17972,19.9689,1934,1500,0.775595,0.647525,0.574059,0.538587,0.5057510000000001,0.466534,0.424889,0.424889,0.424889,0.424889,0.509379,20,90.0
323,14.847999999999999,29,10,protocol,7.5,1300,29013,22.3177,4374,3031,0.692958,0.563807,0.48461400000000004,0.45153999999999994,0.42125100000000004,0.384775,0.350056,0.350056,0.350056,0.350056,0.490129,20,130.0
500,12.288,24,10,protocol,7.5,1900,39473,20.7753,7389,4310,0.583299,0.412167,0.34679899999999997,0.311298,0.285315,0.257887,0.231397,0.231397,0.231397,0.231397,0.47524399999999994,20,190.0
405,10.24,20,10,protocol,7.5,1700,41048,24.1459,7343,4454,0.606564,0.477392,0.419117,0.390944,0.366504,0.33410300000000004,0.299299,0.299299,0.299299,0.299299,0.482491,20,170.0
142,20.48,40,10,protocol,7.5,1800,35934,19.9633,6675,3819,0.5721350000000001,0.41752399999999995,0.350696,0.319412,0.291898,0.261828,0.234936,0.234936,0.234936,0.234936,0.456136,20,180.0
539,13.312000000000001,26,10,protocol,7.5,1500,27740,18.4933,4883,3017,0.617858,0.453955,0.380114,0.34565300000000004,0.318691,0.289557,0.260849,0.260849,0.260849,0.260849,0.49935100000000004,20,150.0
331,17.408,34,10,protocol,7.5,1200,21116,17.5967,2916,2018,0.692044,0.5356529999999999,0.46003900000000003,0.419628,0.38864,0.350893,0.31655500000000003,0.31655500000000003,0.31655500000000003,0.31655500000000003,0.49348000000000003,20,120.0
306,16.384,32,10,protocol,7.5,800,12875,16.0938,1100,890,0.809091,0.685226,0.620077,0.5763510000000001,0.542291,0.497018,0.44368199999999997,0.44368199999999997,0.44368199999999997,0.44368199999999997,0.501009,20,80.0
19,15.872,31,10,protocol,7.5,1600,29923,18.7019,5150,3017,0.585825,0.4309560000000001,0.36608,0.333919,0.30835100000000004,0.27833600000000003,0.249408,0.249408,0.249408,0.249408,0.493055,20,160.0
959,15.872,31,10,protocol,7.5,1300,25884,19.9108,4274,2740,0.6410859999999999,0.4920560000000001,0.42302399999999996,0.389863,0.362272,0.33563899999999997,0.306688,0.306688,0.306688,0.306688,0.506833,20,130.0
504,14.847999999999999,29,10,protocol,7.5,1700,33030,19.4294,7898,4311,0.545834,0.40028,0.34131300000000003,0.309083,0.28324099999999997,0.25654,0.230605,0.230605,0.230605,0.230605,0.4880640000000001,20,170.0
561,20.48,40,10,protocol,7.5,900,15879,17.6433,1806,1268,0.702104,0.5342560000000001,0.475297,0.44170600000000004,0.42353,0.394092,0.358554,0.358554,0.358554,0.358554,0.509931,20,90.0
802,18.432000000000002,36,10,protocol,7.5,1300,25252,19.4246,3729,2456,0.658622,0.464447,0.404456,0.370149,0.346061,0.318627,0.28935900000000003,0.28935900000000003,0.28935900000000003,0.28935900000000003,0.5073880000000001,20,130.0
917,14.335999999999999,28,10,protocol,7.5,2000,43498,21.749000000000002,9444,4935,0.522554,0.36905,0.31356999999999996,0.28483,0.260357,0.2346030000000001,0.211362,0.211362,0.211362,0.211362,0.474322,20,200.0
646,15.36,30,10,protocol,7.5,700,10674,15.2486,1224,872,0.712418,0.631602,0.587349,0.5561010000000001,0.5251020000000001,0.48811000000000004,0.44562799999999997,0.44562799999999997,0.44562799999999997,0.44562799999999997,0.508966,20,70.0
190,16.384,32,10,protocol,7.5,1400,29588,21.1343,4435,2823,0.636528,0.5067699999999999,0.44196,0.4107,0.382969,0.350188,0.314125,0.314125,0.314125,0.314125,0.482285,20,140.0
56,18.432000000000002,36,10,protocol,7.5,500,6885,13.77,577,501,0.8682840000000001,0.791378,0.722165,0.686149,0.660633,0.6157090000000001,0.569171,0.569171,0.569171,0.569171,0.5034350000000001,20,50.0
728,20.48,40,10,protocol,7.5,900,18630,20.7,1834,1449,0.790076,0.647963,0.578253,0.5392239999999999,0.506691,0.47424799999999995,0.437302,0.437302,0.437302,0.437302,0.510927,20,90.0
194,20.48,40,10,protocol,7.5,400,4702,11.755,280,239,0.8535709999999999,0.781028,0.735842,0.716675,0.69943,0.663675,0.612559,0.612559,0.612559,0.612559,0.447615,20,40.0
640,15.872,31,10,protocol,7.5,800,13128,16.41,1421,1098,0.772695,0.696267,0.6356149999999999,0.602129,0.56648,0.516452,0.469826,0.469826,0.469826,0.469826,0.513235,20,80.0
826,17.408,34,10,protocol,7.5,1000,16642,16.642,1890,1357,0.717989,0.559488,0.48134899999999997,0.441087,0.414257,0.380142,0.344393,0.344393,0.344393,0.344393,0.527251,20,100.0
50,17.408,34,10,protocol,7.5,700,11269,16.0986,1360,973,0.715441,0.59678,0.5399609999999999,0.502495,0.47855299999999995,0.451614,0.4209479999999999,0.4209479999999999,0.4209479999999999,0.4209479999999999,0.520522,20,70.0
688,20.48,40,10,protocol,7.5,200,1731,8.655,40,39,0.975,0.9785709999999999,0.949843,0.937,0.936916,0.919317,0.852709,0.852709,0.852709,0.852709,0.400074,20,20.0
443,18.432000000000002,36,10,protocol,7.5,300,3175,10.5833,196,190,0.9693879999999999,0.9139649999999999,0.8951389999999999,0.8864059999999999,0.854409,0.820808,0.7535609999999999,0.7535609999999999,0.7535609999999999,0.7535609999999999,0.453064,20,30.0
707,18.944000000000006,37,10,protocol,7.5,800,13536,16.92,1298,1011,0.778891,0.6514220000000001,0.590607,0.5515680000000001,0.522065,0.483368,0.440263,0.440263,0.440263,0.440263,0.5144890000000001,20,80.0
772,16.384,32,10,protocol,7.5,300,3417,11.39,284,260,0.915493,0.9167930000000001,0.8787879999999999,0.856909,0.838973,0.821457,0.7507699999999999,0.7507699999999999,0.7507699999999999,0.7507699999999999,0.448708,20,30.0
467,20.48,40,10,protocol,7.5,600,9321,15.535,958,780,0.814196,0.738693,0.671455,0.638175,0.608266,0.562971,0.514865,0.514865,0.514865,0.514865,0.506314,20,60.0
252,14.335999999999999,28,10,protocol,7.5,1000,19787,19.787,1695,1354,0.79882,0.6721060000000001,0.608603,0.574344,0.538239,0.49296,0.44229799999999997,0.44229799999999997,0.44229799999999997,0.44229799999999997,0.52669,20,100.0
297,21.504,42,10,protocol,7.5,1100,24287,22.0791,2600,2034,0.782308,0.622899,0.55232,0.513238,0.48353999999999997,0.445616,0.405354,0.405354,0.405354,0.405354,0.5148149999999999,20,110.0
594,20.48,40,10,protocol,7.5,200,1643,8.215,32,32,1.0,0.971698,0.963636,0.9652959999999999,0.9534159999999999,0.9375,0.856994,0.856994,0.856994,0.856994,0.404069,20,20.0
636,17.92,35,10,protocol,7.5,600,8689,14.4817,806,647,0.80273,0.6932729999999999,0.645547,0.614579,0.583982,0.545064,0.500202,0.500202,0.500202,0.500202,0.503128,20,60.0
756,13.824000000000002,27,10,protocol,7.5,1800,39776,22.0978,7968,4326,0.542922,0.398536,0.33727399999999996,0.30712,0.285916,0.261098,0.237711,0.237711,0.237711,0.237711,0.479426,20,180.0
609,15.872,31,10,protocol,7.5,1200,22450,18.7083,3438,2184,0.635253,0.47876599999999997,0.427695,0.401183,0.378975,0.345711,0.312598,0.312598,0.312598,0.312598,0.50374,20,120.0
418,18.432000000000002,36,10,protocol,7.5,600,8739,14.565,732,584,0.797814,0.7208899999999999,0.6878920000000001,0.662967,0.6405609999999999,0.587271,0.530025,0.530025,0.530025,0.530025,0.508199,20,60.0
654,20.48,40,10,protocol,7.5,200,1340,6.7,28,25,0.892857,0.979339,0.9813280000000001,0.9841059999999999,0.979915,0.9517680000000001,0.858333,0.858333,0.858333,0.858333,0.401474,20,20.0
160,15.872,31,10,protocol,7.5,200,1381,6.905,40,39,0.975,0.986842,0.9623659999999999,0.948837,0.9280510000000001,0.905797,0.809859,0.809859,0.809859,0.809859,0.41281999999999996,20,20.0
269,12.8,25,10,protocol,7.5,1400,32939,23.5279,3428,2589,0.755251,0.6117060000000001,0.540162,0.49866499999999997,0.470008,0.42793000000000003,0.381739,0.381739,0.381739,0.381739,0.48921899999999996,20,140.0
473,18.432000000000002,36,10,protocol,7.5,700,11854,16.9343,1306,1026,0.785605,0.6670149999999999,0.6071949999999999,0.5762109999999999,0.547938,0.5114479999999999,0.473096,0.473096,0.473096,0.473096,0.510209,20,70.0
840,14.847999999999999,29,10,protocol,7.5,1300,30530,23.4846,4184,2715,0.6489010000000001,0.524263,0.475211,0.44215699999999997,0.416732,0.389287,0.357247,0.357247,0.357247,0.357247,0.506814,20,130.0
828,7.68,15,10,protocol,7.5,1500,29543,19.6953,4285,2621,0.6116689999999999,0.468358,0.409406,0.37385999999999997,0.34371799999999997,0.309003,0.277629,0.277629,0.277629,0.277629,0.503834,20,150.0
926,7.68,15,10,protocol,7.5,1900,37446,19.7084,7897,3949,0.500063,0.378873,0.322434,0.29433000000000004,0.26953499999999997,0.24043,0.21503899999999998,0.21503899999999998,0.21503899999999998,0.21503899999999998,0.47831,20,190.0
162,18.944000000000006,37,10,protocol,7.5,600,8377,13.9617,574,476,0.829268,0.7375510000000001,0.685215,0.6560590000000001,0.622642,0.5786279999999999,0.519732,0.519732,0.519732,0.519732,0.496803,20,60.0
644,9.728,19,10,protocol,7.5,1200,19256,16.0467,2688,1575,0.585938,0.47099799999999997,0.415336,0.388898,0.364503,0.32711999999999997,0.29036999999999996,0.29036999999999996,0.29036999999999996,0.29036999999999996,0.50432,20,120.0
273,16.384,32,10,protocol,7.5,700,11385,16.2643,1084,856,0.789668,0.6754899999999999,0.604847,0.567227,0.545196,0.5044810000000001,0.4587600000000001,0.4587600000000001,0.4587600000000001,0.4587600000000001,0.513079,20,70.0
906,16.896,33,10,protocol,7.5,500,6403,12.806,412,372,0.902913,0.817372,0.787223,0.765795,0.742278,0.6902020000000001,0.627107,0.627107,0.627107,0.627107,0.496867,20,50.0
221,9.728,19,10,protocol,7.5,1400,31825,22.7321,3897,2725,0.699256,0.572084,0.5011180000000001,0.45800799999999997,0.42589799999999994,0.383716,0.343596,0.343596,0.343596,0.343596,0.48235500000000003,20,140.0
629,18.944000000000006,37,10,protocol,7.5,1000,17635,17.635,2174,1639,0.7539100000000001,0.618537,0.552221,0.519069,0.48628299999999997,0.441845,0.392545,0.392545,0.392545,0.392545,0.527516,20,100.0
102,14.335999999999999,28,10,protocol,7.5,800,13217,16.5212,1212,1028,0.8481850000000001,0.711155,0.6502,0.6093729999999999,0.579397,0.52425,0.470341,0.470341,0.470341,0.470341,0.5019640000000001,20,80.0
198,16.384,32,10,protocol,7.5,1200,21057,17.5475,2805,2020,0.720143,0.5653130000000001,0.48789399999999994,0.4487,0.417541,0.37559899999999996,0.33602,0.33602,0.33602,0.33602,0.49211099999999997,20,120.0
104,2.56,5,10,protocol,7.5,2000,46304,23.151999999999997,10018,5249,0.523957,0.399523,0.34578000000000003,0.31836,0.29544699999999996,0.268011,0.240502,0.240502,0.240502,0.240502,0.4820100000000001,20,200.0
149,17.408,34,10,protocol,7.5,300,3357,11.19,184,167,0.907609,0.8790319999999999,0.8558950000000001,0.843672,0.8197459999999999,0.794931,0.7429140000000001,0.7429140000000001,0.7429140000000001,0.7429140000000001,0.4674390000000001,20,30.0
877,20.48,40,10,protocol,7.5,1100,20537,18.67,3056,2086,0.682592,0.541905,0.477454,0.43745100000000003,0.41124499999999997,0.375725,0.338952,0.338952,0.338952,0.338952,0.514558,20,110.0
461,16.384,32,10,protocol,7.5,200,1975,9.875,60,57,0.95,0.939891,0.9254389999999999,0.9129659999999999,0.900984,0.889222,0.845626,0.845626,0.845626,0.845626,0.408487,20,20.0
299,14.847999999999999,29,10,protocol,7.5,1600,41639,26.0244,5400,3727,0.690185,0.5318189999999999,0.46374799999999994,0.426464,0.396907,0.363211,0.329372,0.329372,0.329372,0.329372,0.487464,20,160.0
718,20.48,40,10,protocol,7.5,1000,17245,17.245,1662,1211,0.72864,0.57081,0.502517,0.466,0.433439,0.395353,0.354038,0.354038,0.354038,0.354038,0.528383,20,100.0
977,20.48,40,10,protocol,7.5,1000,17896,17.896,1448,1204,0.831492,0.6527270000000001,0.570787,0.5283899999999999,0.486964,0.44042200000000004,0.394667,0.394667,0.394667,0.394667,0.5235270000000001,20,100.0
11,12.288,24,10,protocol,7.5,1400,24632,17.5943,3763,2539,0.674728,0.525746,0.444881,0.400675,0.36543000000000003,0.32661399999999996,0.287509,0.287509,0.287509,0.287509,0.56065,20,140.0
350,18.944000000000006,37,10,protocol,7.5,1700,44448,26.1459,6886,4535,0.658583,0.519217,0.445317,0.403312,0.371702,0.341298,0.311314,0.311314,0.311314,0.311314,0.48511499999999996,20,170.0
603,20.48,40,10,protocol,7.5,300,3321,11.07,104,98,0.942308,0.879076,0.8473620000000001,0.832111,0.813634,0.787402,0.7286090000000001,0.7286090000000001,0.7286090000000001,0.7286090000000001,0.450769,20,30.0
869,14.335999999999999,28,10,protocol,7.5,200,1600,8.0,128,127,0.992188,0.994975,0.989218,0.977143,0.972,0.951635,0.884403,0.884403,0.884403,0.884403,0.405627,20,20.0
995,14.847999999999999,29,10,protocol,7.5,2000,39219,19.6095,8764,4326,0.4936100000000001,0.334382,0.279175,0.24761799999999998,0.228318,0.20848000000000005,0.188081,0.188081,0.188081,0.188081,0.473867,20,200.0
679,3.072,6,10,protocol,7.5,1900,37061,19.5058,8639,3998,0.4627850000000001,0.359637,0.306796,0.279384,0.256213,0.227836,0.20339300000000002,0.20339300000000002,0.20339300000000002,0.20339300000000002,0.47876599999999997,20,190.0
960,17.408,34,10,protocol,7.5,1700,36089,21.2288,6831,3894,0.570048,0.414537,0.349827,0.320522,0.295991,0.27108699999999997,0.2464510000000001,0.2464510000000001,0.2464510000000001,0.2464510000000001,0.488117,20,170.0
214,18.432000000000002,36,10,protocol,7.5,400,5234,13.085,392,356,0.9081629999999999,0.8171970000000001,0.771252,0.7558010000000001,0.724809,0.687588,0.63835,0.63835,0.63835,0.63835,0.45148,20,40.0
926,19.968,39,10,protocol,7.5,400,5254,13.135,280,263,0.9392860000000001,0.896365,0.8575459999999999,0.833513,0.815789,0.7752100000000001,0.712598,0.712598,0.712598,0.712598,0.46724399999999994,20,40.0
129,18.944000000000006,37,10,protocol,7.5,600,8957,14.9283,960,813,0.846875,0.7531869999999999,0.699289,0.664,0.625156,0.5795710000000001,0.516181,0.516181,0.516181,0.516181,0.49878900000000004,20,60.0
245,12.8,25,10,protocol,7.5,1600,37870,23.6687,5765,3698,0.6414569999999999,0.487545,0.4274060000000001,0.394474,0.370739,0.341072,0.306648,0.306648,0.306648,0.306648,0.487022,20,160.0
136,16.896,33,10,protocol,7.5,1200,21380,17.8167,2896,2035,0.702693,0.56117,0.47714700000000004,0.439562,0.40625500000000003,0.369268,0.329291,0.329291,0.329291,0.329291,0.49179300000000004,20,120.0
403,17.92,35,10,protocol,7.5,900,16038,17.82,1872,1405,0.750534,0.6050439999999999,0.524725,0.478987,0.4491520000000001,0.4149890000000001,0.3778780000000001,0.3778780000000001,0.3778780000000001,0.3778780000000001,0.504203,20,90.0
921,12.288,24,10,protocol,7.5,1800,43558,24.1989,7496,4430,0.590982,0.4510270000000001,0.38813600000000004,0.35514,0.33017399999999997,0.302954,0.275035,0.275035,0.275035,0.275035,0.48083000000000004,20,180.0
260,12.8,25,10,protocol,7.5,1600,37857,23.6606,5671,3863,0.681185,0.5137649999999999,0.44342299999999996,0.405663,0.37385999999999997,0.340314,0.309338,0.309338,0.309338,0.309338,0.4878560000000001,20,160.0
286,26.112,51,10,protocol,7.5,500,8146,16.292,662,563,0.850453,0.783208,0.746567,0.716151,0.699125,0.671838,0.623258,0.623258,0.623258,0.623258,0.49749,20,50.0
353,15.872,31,10,protocol,7.5,400,4779,11.9475,328,323,0.984756,0.93945,0.9043,0.886633,0.8700110000000001,0.819087,0.7598600000000001,0.7598600000000001,0.7598600000000001,0.7598600000000001,0.45098299999999997,20,40.0
209,18.432000000000002,36,10,protocol,7.5,1200,20685,17.2375,3050,2027,0.66459,0.55147,0.478876,0.44820699999999997,0.417333,0.375064,0.33364499999999997,0.33364499999999997,0.33364499999999997,0.33364499999999997,0.49123,20,120.0
583,16.384,32,10,protocol,7.5,1400,26459,18.8993,3456,2376,0.6875,0.525127,0.44359899999999997,0.400904,0.367217,0.33154,0.296647,0.296647,0.296647,0.296647,0.49920299999999995,20,140.0
901,20.48,40,10,protocol,7.5,1000,17884,17.884,2096,1520,0.725191,0.56891,0.501907,0.462178,0.431393,0.39453499999999997,0.355085,0.355085,0.355085,0.355085,0.5254310000000001,20,100.0
112,18.432000000000002,36,10,protocol,7.5,1200,21226,17.6883,3399,2253,0.662842,0.520569,0.4427640000000001,0.4115470000000001,0.388255,0.350862,0.31447600000000003,0.31447600000000003,0.31447600000000003,0.31447600000000003,0.488469,20,120.0
168,11.776,23,10,protocol,7.5,1300,23174,17.8262,4262,2417,0.567105,0.451561,0.386682,0.353839,0.32877199999999995,0.299654,0.269208,0.269208,0.269208,0.269208,0.48143199999999997,20,130.0
255,19.968,39,10,protocol,7.5,600,8317,13.8617,732,638,0.871585,0.7781819999999999,0.7262390000000001,0.698821,0.667087,0.608608,0.538014,0.538014,0.538014,0.538014,0.4950310000000001,20,60.0
621,15.872,31,10,protocol,7.5,1000,17546,17.546,1939,1484,0.765343,0.616464,0.538834,0.501139,0.472476,0.431101,0.38808000000000004,0.38808000000000004,0.38808000000000004,0.38808000000000004,0.527972,20,100.0
668,17.92,35,10,protocol,7.5,1700,41206,24.2388,7175,4230,0.589547,0.44328,0.38801199999999997,0.359457,0.333445,0.306214,0.279715,0.279715,0.279715,0.279715,0.4873,20,170.0
337,13.312000000000001,26,10,protocol,7.5,1500,31332,20.888,4787,3150,0.658032,0.514918,0.445612,0.407421,0.37890100000000004,0.33975900000000003,0.303904,0.303904,0.303904,0.303904,0.504496,20,150.0
594,23.552,46,10,protocol,7.5,1000,17949,17.949,2078,1638,0.788258,0.6417930000000001,0.558711,0.511807,0.47589899999999996,0.43191999999999997,0.38887,0.38887,0.38887,0.38887,0.529315,20,100.0
327,16.384,32,10,protocol,7.5,1000,18080,18.08,1884,1538,0.816348,0.658838,0.577306,0.532088,0.49407399999999996,0.44979399999999997,0.402938,0.402938,0.402938,0.402938,0.528103,20,100.0
748,19.968,39,10,protocol,7.5,500,6871,13.742,420,374,0.890476,0.805449,0.751764,0.722222,0.690667,0.650098,0.592855,0.592855,0.592855,0.592855,0.499938,20,50.0
78,15.872,31,10,protocol,7.5,600,9768,16.28,768,648,0.84375,0.73307,0.678987,0.649414,0.621387,0.580621,0.533079,0.533079,0.533079,0.533079,0.500899,20,60.0
2,4.096,8,10,protocol,7.5,1600,27822,17.3888,4206,2880,0.684736,0.521602,0.435312,0.38833,0.350593,0.30862,0.27044,0.27044,0.27044,0.27044,0.363336,20,160.0
403,17.92,35,10,protocol,7.5,600,9001,15.0017,802,695,0.866584,0.7719560000000001,0.709379,0.674081,0.637863,0.597344,0.545146,0.545146,0.545146,0.545146,0.508216,20,60.0
945,18.432000000000002,36,10,protocol,7.5,1600,36918,23.0738,5186,3184,0.613961,0.4819520000000001,0.42625,0.393325,0.368761,0.335647,0.301198,0.301198,0.301198,0.301198,0.487809,20,160.0
200,11.776,23,10,protocol,7.5,1700,35971,21.1594,5898,3612,0.6124109999999999,0.464437,0.395919,0.355017,0.32402800000000004,0.29270999999999997,0.263158,0.263158,0.263158,0.263158,0.476308,20,170.0
672,12.288,24,10,protocol,7.5,1800,43384,24.1022,8484,4753,0.560231,0.4304939999999999,0.367551,0.33808499999999997,0.31717,0.29109,0.265652,0.265652,0.265652,0.265652,0.479419,20,180.0
253,17.92,35,10,protocol,7.5,1100,21130,19.2091,2726,1905,0.6988260000000001,0.5636979999999999,0.494241,0.45264399999999994,0.42193800000000004,0.387275,0.350904,0.350904,0.350904,0.350904,0.513129,20,110.0
127,14.847999999999999,29,10,protocol,7.5,800,13801,17.2512,1215,1019,0.838683,0.77095,0.697688,0.653246,0.614694,0.561575,0.5049600000000001,0.5049600000000001,0.5049600000000001,0.5049600000000001,0.5055270000000001,20,80.0
612,15.872,31,10,protocol,7.5,1500,28448,18.9653,4832,3122,0.646109,0.47518299999999997,0.399362,0.360083,0.329753,0.298168,0.26962800000000003,0.26962800000000003,0.26962800000000003,0.26962800000000003,0.5000140000000001,20,150.0
17,15.36,30,10,protocol,7.5,900,15667,17.4078,1783,1363,0.764442,0.642323,0.5769989999999999,0.542592,0.5118689999999999,0.466524,0.420203,0.420203,0.420203,0.420203,0.488079,20,90.0
